"genes" "logFC" "logCPM" "PValue" "FDR" "EnsID"
"790912" 7.35056973184627 -2.05866083240103 4.53785615575199e-06 0.00158121015970748 "ENSMUSG00000087434"
"433944" 7.35056973184627 -2.05866083240103 4.53785615575199e-06 0.00158121015970748 "ENSMUSG00000086847"
"70375" -7.3150364737804 -1.91843449239065 4.53785615575199e-06 0.00158121015970748 "ENSMUSG00000026018"
"26909" -7.3150364737804 -1.91843449239065 4.53785615575199e-06 0.00158121015970748 "ENSMUSG00000039748"
"216961" -7.3150364737804 -1.91843449239065 4.53785615575199e-06 0.00158121015970748 "ENSMUSG00000020836"
"19428" -7.3150364737804 -1.91843449239065 4.53785615575199e-06 0.00158121015970748 "ENSMUSG00000083649"
"170743" -1.90232198278793 0.0263858947411361 4.84003155575746e-06 0.00166515465384724 "ENSMUSG00000044583"
"226245" -2.96219391397167 -1.04357206091469 5.56613389879894e-06 0.0018888008756961 "ENSMUSG00000035818"
"170442" -1.21244951959339 1.9239875521805 5.7580285153372e-06 0.0018888008756961 "ENSMUSG00000041660"
"64293" -1.96937546809128 -0.0924272757464348 5.76807361134614e-06 0.0018888008756961 "ENSMUSG00000029123"
"100503338" 1.85678373673856 -0.0813598361525665 5.76807361134614e-06 0.0018888008756961 NA
"102680" -2.55964084411673 -0.846834287037122 6.24408813096423e-06 0.00202033418227948 "ENSMUSG00000036814"
"109889" -2.19832417216377 -0.460138629723702 6.58385798210285e-06 0.00208072879180899 "ENSMUSG00000030380"
"234673" -2.19832417216377 -0.460138629723702 6.58385798210285e-06 0.00208072879180899 "ENSMUSG00000031886"
"67516" -2.3865641661745 -0.608103452550544 7.29297474439417e-06 0.00227834207560792 "ENSMUSG00000046523"
"76964" -7.24835364293498 -1.97352813665756 8.35118065638394e-06 0.00257928112568022 "ENSMUSG00000009114"
"100502869" -2.888456315534 -1.10290921527067 8.72276393327801e-06 0.00264599295223061 NA
"640524" 1.90208530704849 -0.261333583997038 8.76188843227326e-06 0.00264599295223061 "ENSMUSG00000074899"
"224129" -1.82037970532565 0.0423280209033485 9.03860531541931e-06 0.00267150970010257 "ENSMUSG00000022840"
"20278" -1.27221406276889 1.51252503668463 9.042970396609e-06 0.00267150970010257 "ENSMUSG00000000216"
"20745" 1.38941907450087 0.880761373159069 9.50515830438486e-06 0.00277785696295566 "ENSMUSG00000056222"
"15233" -1.9881388281308 -0.17134250187957 1.00222510813119e-05 0.00289781661849974 "ENSMUSG00000022821"
"338368" 1.34782567619508 0.979510936436386 1.34518535342299e-05 0.00380841590840453 "ENSMUSG00000049687"
"100503685" 2.3075855948508 -0.897586550905248 1.43017657656199e-05 0.0039559425259873 NA
"20450" 1.50461942557832 0.454281563718838 1.43798074289766e-05 0.0039559425259873 "ENSMUSG00000025789"
"72668" -1.50439247088632 0.600802596397757 1.44839462032808e-05 0.0039559425259873 "ENSMUSG00000054074"
"68144" 1.76629782529793 -0.0839109120210324 1.49311505817045e-05 0.0039559425259873 NA
"239845" 2.11980440509249 -0.653112310506624 1.54071502824503e-05 0.0039559425259873 "ENSMUSG00000046961"
"20308" -7.17843866763604 -2.0308871743405 1.54284523990822e-05 0.0039559425259873 "ENSMUSG00000019122"
"217258" -7.17843866763604 -2.0308871743405 1.54284523990822e-05 0.0039559425259873 "ENSMUSG00000041828"
"217593" -7.17843866763604 -2.0308871743405 1.54284523990822e-05 0.0039559425259873 "ENSMUSG00000035472"
"107003" -7.17843866763604 -2.0308871743405 1.54284523990822e-05 0.0039559425259873 NA
"14133" -7.17843866763604 -2.0308871743405 1.54284523990822e-05 0.0039559425259873 "ENSMUSG00000026938"
"11444" -2.64807553138165 -1.01114760068627 1.76490849643878e-05 0.00446685439581838 "ENSMUSG00000027950"
"18973" 1.82466490855498 -0.244225024991947 1.77497433587838e-05 0.00446685439581838 "ENSMUSG00000007080"
"435653" 1.4758588860684 0.543724768038177 1.80921102778701e-05 0.00451124280038745 "ENSMUSG00000070524"
"14063" -1.4128671555733 0.774162206441754 2.08935681641375e-05 0.00516242081030084 "ENSMUSG00000021678"
"18164" 2.61946780535726 -1.1918515197764 2.14196687761747e-05 0.00524473133033921 "ENSMUSG00000025582"
"246049" 1.39890820533505 0.686748603686128 2.17379638369251e-05 0.00527514392074811 "ENSMUSG00000020264"
"212517" -2.19142578701722 -0.604967791052051 2.4745407076173e-05 0.00595181786657792 "ENSMUSG00000071550"
"320452" -1.2339202945235 1.28863672594327 2.84402057942745e-05 0.00648109615261823 "ENSMUSG00000051048"
"16768" 7.18174925735913 -2.20046475970719 2.86151638512891e-05 0.00648109615261823 "ENSMUSG00000030124"
"19733" 7.18174925735913 -2.20046475970719 2.86151638512891e-05 0.00648109615261823 "ENSMUSG00000023070"
"14165" -7.1049621892449 -2.09070615681258 2.86151638512891e-05 0.00648109615261823 "ENSMUSG00000021732"
"26930" -7.1049621892449 -2.09070615681258 2.86151638512891e-05 0.00648109615261823 NA
"245578" -7.1049621892449 -2.09070615681258 2.86151638512891e-05 0.00648109615261823 "ENSMUSG00000034755"
"15366" 2.09984414168911 -0.786135840343392 2.91205658924583e-05 0.0064947980217589 "ENSMUSG00000020330"
"78771" 1.51936468965259 0.345776853891726 2.91535876468813e-05 0.0064947980217589 "ENSMUSG00000021596"
"353130" -1.38148455338165 0.714687647881831 3.18305200354071e-05 0.00703350978896203 "ENSMUSG00000049620"
"12768" -2.2439993491494 -0.719210602128457 3.2469164295165e-05 0.00705983533102633 "ENSMUSG00000025804"
"83395" 2.04960515019042 -0.706235091870667 3.2469164295165e-05 0.00705983533102633 "ENSMUSG00000038560"
"330941" 1.17953874233122 1.39049793398013 3.39749619616196e-05 0.00732861500916555 "ENSMUSG00000078307"
"57746" 2.00559879127549 -0.630509727206262 3.54975728148231e-05 0.00759676009081951 "ENSMUSG00000033644"
"77974" 1.29609448011303 0.842105401750656 4.2796400252468e-05 0.00908721376923303 "ENSMUSG00000021123"
"272714" -1.75517654698654 -0.166165579008812 4.84549936927924e-05 0.00978506595269484 NA
"72293" -1.32606817612561 0.818753962006245 5.15671511495107e-05 0.00978506595269484 "ENSMUSG00000021567"
"241201" 7.08930216346825 -2.27672747723958 5.32834085506765e-05 0.00978506595269484 "ENSMUSG00000026312"
"21816" 7.08930216346825 -2.27672747723958 5.32834085506765e-05 0.00978506595269484 "ENSMUSG00000022218"
"19220" 7.08930216346825 -2.27672747723958 5.32834085506765e-05 0.00978506595269484 "ENSMUSG00000028036"
"83408" 7.08930216346825 -2.27672747723958 5.32834085506765e-05 0.00978506595269484 "ENSMUSG00000039264"
"791312" -7.02754179075139 -2.15320573270543 5.32834085506765e-05 0.00978506595269484 NA
"56696" -7.02754179075139 -2.15320573270543 5.32834085506765e-05 0.00978506595269484 "ENSMUSG00000021298"
"15000" -7.02754179075139 -2.15320573270543 5.32834085506765e-05 0.00978506595269484 "ENSMUSG00000037548"
"74574" -7.02754179075139 -2.15320573270543 5.32834085506765e-05 0.00978506595269484 "ENSMUSG00000024481"
"69553" -7.02754179075139 -2.15320573270543 5.32834085506765e-05 0.00978506595269484 "ENSMUSG00000074577"
"12346" -7.02754179075139 -2.15320573270543 5.32834085506765e-05 0.00978506595269484 "ENSMUSG00000027556"
"11608" -7.02754179075139 -2.15320573270543 5.32834085506765e-05 0.00978506595269484 "ENSMUSG00000054988"
"16071" -7.02754179075139 -2.15320573270543 5.32834085506765e-05 0.00978506595269484 NA
"73884" -6.94572995017862 -2.21863752129277 5.32834085506765e-05 0.00978506595269484 "ENSMUSG00000027520"
"14067" -6.94572995017862 -2.21863752129277 5.32834085506765e-05 0.00978506595269484 "ENSMUSG00000026579"
"58205" -6.94572995017862 -2.21863752129277 5.32834085506765e-05 0.00978506595269484 "ENSMUSG00000016498"
"100502864" -6.94572995017862 -2.21863752129277 5.32834085506765e-05 0.00978506595269484 NA
"270160" -6.94572995017862 -2.21863752129277 5.32834085506765e-05 0.00978506595269484 "ENSMUSG00000055069"
"102871" -6.94572995017862 -2.21863752129277 5.32834085506765e-05 0.00978506595269484 "ENSMUSG00000042498"
"213438" -2.18277995322157 -0.766252618018767 6.81982093007645e-05 0.0124399941650032 "ENSMUSG00000054293"
"56788" -2.35387343638627 -1.00747260936469 7.45732099844958e-05 0.0132472240141739 "ENSMUSG00000007279"
"18054" 2.30539881286118 -1.05622975639185 7.45732099844958e-05 0.0132472240141739 "ENSMUSG00000032484"
"78185" 2.30539881286118 -1.05622975639185 7.45732099844958e-05 0.0132472240141739 "ENSMUSG00000039545"
"20379" 1.44352661959587 0.291998326708157 7.53535812290544e-05 0.0132989284689901 "ENSMUSG00000021319"
"263803" -1.09309044263688 1.65075506862069 7.89072764673711e-05 0.0138362636587528 "ENSMUSG00000026785"
"269152" -1.09560361080478 1.56447500659473 8.11965293396691e-05 0.0140549552920128 "ENSMUSG00000026494"
"76184" -2.68571954703978 -1.26333449229184 8.22229622660893e-05 0.0140549552920128 "ENSMUSG00000044749"
"329973" -2.68571954703978 -1.26333449229184 8.22229622660893e-05 0.0140549552920128 NA
"243621" 2.46805534544953 -1.30913663146535 8.22229622660893e-05 0.0140549552920128 "ENSMUSG00000040797"
"214922" -2.20712818863447 -0.921282921335379 8.39026772371287e-05 0.0142524429039245 "ENSMUSG00000072572"
"208628" -2.45614415295639 -1.1609974729306 9.82733130940854e-05 0.01445250606887 "ENSMUSG00000029414"
"70045" 6.9905230440815 -2.35707167436744 9.96168072903945e-05 0.01445250606887 "ENSMUSG00000096001"
"100535" 6.9905230440815 -2.35707167436744 9.96168072903945e-05 0.01445250606887 "ENSMUSG00000032623"
"16514" 6.9905230440815 -2.35707167436744 9.96168072903945e-05 0.01445250606887 "ENSMUSG00000096146"
"259096" 6.9905230440815 -2.35707167436744 9.96168072903945e-05 0.01445250606887 "ENSMUSG00000073966"
"17831" 6.9905230440815 -2.35707167436744 9.96168072903945e-05 0.01445250606887 "ENSMUSG00000025515"
"108043" 6.9905230440815 -2.35707167436744 9.96168072903945e-05 0.01445250606887 "ENSMUSG00000031492"
"320563" 6.9905230440815 -2.35707167436744 9.96168072903945e-05 0.01445250606887 "ENSMUSG00000051243"
"227394" -6.8589983682737 -2.28729017747439 9.96168072903945e-05 0.01445250606887 "ENSMUSG00000040693"
"12775" -6.8589983682737 -2.28729017747439 9.96168072903945e-05 0.01445250606887 "ENSMUSG00000037944"
"54373" -6.8589983682737 -2.28729017747439 9.96168072903945e-05 0.01445250606887 "ENSMUSG00000006179"
"71138" -6.8589983682737 -2.28729017747439 9.96168072903945e-05 0.01445250606887 "ENSMUSG00000091614"
"71138" -6.8589983682737 -2.28729017747439 9.96168072903945e-05 0.01445250606887 "ENSMUSG00000079580"
"21926" -6.8589983682737 -2.28729017747439 9.96168072903945e-05 0.01445250606887 "ENSMUSG00000024401"
"74934" -6.8589983682737 -2.28729017747439 9.96168072903945e-05 0.01445250606887 "ENSMUSG00000061802"
"66468" -6.8589983682737 -2.28729017747439 9.96168072903945e-05 0.01445250606887 "ENSMUSG00000036223"
"78076" -6.8589983682737 -2.28729017747439 9.96168072903945e-05 0.01445250606887 "ENSMUSG00000036449"
"76426" -6.8589983682737 -2.28729017747439 9.96168072903945e-05 0.01445250606887 "ENSMUSG00000027505"
"241877" -6.8589983682737 -2.28729017747439 9.96168072903945e-05 0.01445250606887 "ENSMUSG00000058921"
"66715" -6.8589983682737 -2.28729017747439 9.96168072903945e-05 0.01445250606887 "ENSMUSG00000045662"
"628268" -6.8589983682737 -2.28729017747439 9.96168072903945e-05 0.01445250606887 NA
"28253" -6.8589983682737 -2.28729017747439 9.96168072903945e-05 0.01445250606887 "ENSMUSG00000030236"
"353328" -6.8589983682737 -2.28729017747439 9.96168072903945e-05 0.01445250606887 "ENSMUSG00000118661"
"18166" -6.8589983682737 -2.28729017747439 9.96168072903945e-05 0.01445250606887 "ENSMUSG00000036437"
"234421" -6.8589983682737 -2.28729017747439 9.96168072903945e-05 0.01445250606887 "ENSMUSG00000074240"
"16596" -6.8589983682737 -2.28729017747439 9.96168072903945e-05 0.01445250606887 "ENSMUSG00000054191"
"18667" -6.8589983682737 -2.28729017747439 9.96168072903945e-05 0.01445250606887 "ENSMUSG00000031870"
"235604" -6.8589983682737 -2.28729017747439 9.96168072903945e-05 0.01445250606887 "ENSMUSG00000032936"
"55983" -1.07347400498974 1.63753858425004 9.99695036957786e-05 0.01445250606887 "ENSMUSG00000035357"
