"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"AT1G01110" 10.5220007169634 -3.08581807180884 0.778994266338337 -3.96128470407585 7.45475813929613e-05 0.000266902060476496
"AT1G01250" 23.8241360693382 -3.13199379199144 0.528698154105018 -5.92397338192581 3.14254344783435e-09 2.12668853802097e-08
"AT1G01300" 97.4918102615666 -1.65530136402636 0.233086984125268 -7.10164649578527 1.2327923759852e-12 1.14565238108126e-11
"AT1G01420" 25.6749569633338 -5.83598718005497 1.06526014064417 -5.47846198068194 4.29038747933728e-08 2.52409137794523e-07
"AT1G01500" 22.5600875834887 -1.85931595191722 0.432022272754322 -4.30375022117102 1.67930985635146e-05 6.79760941853095e-05
"AT1G01580" 28.8293780235769 -3.43339658189388 0.519448148211894 -6.60970030158491 3.85098841648962e-11 3.15617885480128e-10
"AT1G01620" 3150.46421611642 1.62925123318528 0.0996938143276773 16.3425508811429 4.91527445306199e-60 1.83694094094666e-58
"AT1G01720" 1192.78664955766 2.48378010837298 0.100326467445204 24.7569776114122 2.60776527544806e-135 2.23273870366334e-133
"AT1G01830" 415.507288118961 2.98250227601353 0.141791677925165 21.0343958097995 3.17795431456019e-98 1.84418454404103e-96
"AT1G01940" 1284.89856179625 4.90639452846172 0.125125008539233 39.2119416073671 0 0
"AT1G02000" 114.749496233581 1.99691143085021 0.192566733500395 10.369970942287 3.39628019437786e-25 5.93241551344045e-24
"AT1G02090" 846.478829333569 2.66089584520807 0.108159409720242 24.6016121213178 1.21398591237455e-133 1.02677650588732e-131
"AT1G02260" 46.6932469554456 -1.56922571828153 0.303576431132445 -5.16912894860701 2.35187586309111e-07 1.25147831522762e-06
"AT1G02290" 108.13159919946 2.73847199053152 0.223471118397403 12.2542546444935 1.59408242877176e-34 3.67977635574264e-33
"AT1G02390" 24.4769900633382 1.69605097030177 0.40523888369779 4.18531152495873 2.84775274571484e-05 0.000110273220779849
"AT1G02640" 104.489540525092 1.77841629896117 0.22483904853799 7.90973058516869 2.57946509349715e-15 2.86788745440388e-14
"AT1G02660" 33.141300940124 1.74121571875261 0.327540786580517 5.31602716391651 1.06057323757159e-07 5.92259703451167e-07
"AT1G02700" 281.538602062942 5.68881964809174 0.252832619553914 22.500338991578 4.11902189276515e-112 2.81210739744303e-110
"AT1G02730" 52.727803561025 -3.09538343383613 0.360451654565251 -8.58751345605431 8.88717164991004e-18 1.13903007937589e-16
"AT1G02810" 24.1642629521615 -2.32891716741596 0.464618660150578 -5.01253472398457 5.37176776602176e-07 2.72374041225004e-06
"AT1G02820" 271.437394555648 -3.27754249474807 0.328674199661431 -9.97201027073097 2.02096285473027e-23 3.28049222985004e-22
"AT1G02980" 53.3796538166295 5.15600302745632 0.483516604774709 10.6635490416275 1.50733310332357e-26 2.75019177829979e-25
"AT1G03055" 70.4390462968195 -1.65244511515049 0.253551440483295 -6.51719868757505 7.16325172537093e-11 5.73142442722038e-10
"AT1G03070" 4989.84354555812 8.44886810247426 0.661947468490688 12.7636534689657 2.61635918790414e-37 6.40027632254162e-36
"AT1G03140" 577.74931392133 1.73211840533479 0.108607279913336 15.9484558191398 2.92028671920197e-57 1.05367374526508e-55
"AT1G03180" 67.5148605817593 2.55995699709189 0.258411925228842 9.90649713562897 3.90083234668824e-23 6.28313712834726e-22
"AT1G03410" 101.536903318467 -1.8242608632911 0.215720812282607 -8.4565825799933 2.75327306728322e-17 3.44629284892833e-16
"AT1G03420" 77.5430829701841 -2.05497529754192 0.24814989229964 -8.28118553064109 1.21955012309465e-16 1.46929767137084e-15
"AT1G03780" 31.333386783919 -1.77621586196003 0.370416468989635 -4.79518598836849 1.62523969698547e-06 7.72007333099671e-06
"AT1G03820" 146.422416184133 -1.58067204015711 0.186352583746266 -8.48215789864937 2.21055294811458e-17 2.77861983387856e-16
"AT1G03860" 851.838298365853 2.84880625390515 0.112890950284619 25.235027668053 1.65369756436876e-140 1.50206068770555e-138
"AT1G03970" 310.533702440004 2.16383907277666 0.141379572582242 15.305174808885 7.06120186424376e-53 2.35647872437566e-51
"AT1G04020" 27.3429639334826 -2.64297494491791 0.453668145117738 -5.82578912220516 5.68433564516745e-09 3.7378487870064e-08
"AT1G04107" 15.1120601703823 -2.53621720951886 0.598976238319243 -4.23425345992958 2.29312198901427e-05 9.05930625425436e-05
"AT1G04110" 8.21350562034502 -5.0753008539078 1.28000943414032 -3.96504956802641 7.33806967921008e-05 0.000263130129880497
"AT1G04130" 417.833967494199 3.88115236757548 0.145758684328048 26.6272461601016 3.28387345771284e-156 3.23600945306976e-154
"AT1G04183" 93.2766174876238 -1.8803298138054 0.224374534603174 -8.38031738820509 5.27851691696663e-17 6.52505898889645e-16
"AT1G04233" 87.848869863845 2.2395899641423 0.220481531639292 10.1577213632853 3.06147719371857e-24 5.18292707082452e-23
"AT1G04280" 125.037042716959 -1.55272281038993 0.193086370072603 -8.04159718682414 8.86749756394578e-16 1.01507337867612e-14
"AT1G04330" 19.7382904207101 -2.55066554267138 0.523185910874272 -4.8752565572897 1.08667132079822e-06 5.28068168476289e-06
"AT1G04425" 38.8278589510627 -1.57795252241517 0.326174501853048 -4.8377555984621 1.31313465796186e-06 6.31798621360691e-06
"AT1G04433" 32.86282524147 -2.60092991083642 0.415169419561964 -6.26474347166658 3.734396594937e-10 2.7912443386343e-09
"AT1G04503" 221.850259840184 -1.51006885881033 0.192590875824097 -7.84081204443744 4.47642055744966e-15 4.91418296719289e-14
"AT1G04570" 30.1015912276319 4.06520684924697 0.491478827382547 8.27137736715316 1.3242018977268e-16 1.58987941640291e-15
"AT1G04737" 37.8606793717613 1.77620316108074 0.330092011310677 5.38093349799068 7.41005673982126e-08 4.22498622684514e-07
"AT1G04810" 232.35487009344 1.6538977570859 0.145283441945172 11.3839384236922 5.02767699639366e-30 1.02371540089337e-28
"AT1G04960" 249.835012213649 1.60243355433223 0.138417857869165 11.5767833645199 5.40357724629078e-31 1.13225809681305e-29
"AT1G04980" 463.128219303068 3.36590945154072 0.140160542298115 24.014672006488 1.95401875875746e-127 1.54043041091329e-125
"AT1G05017" 118.526158463302 4.03757544661227 0.266492908195289 15.1507800862509 7.48725981527823e-52 2.4516668464103e-50
"AT1G05100" 25.6494336595055 1.82851645703715 0.38855939601883 4.70588660516794 2.52764996013399e-06 1.16619115099733e-05
"AT1G05170" 432.752727824125 2.09880188450477 0.124013861849879 16.9239297381562 2.997461324582e-64 1.19732245758781e-62
"AT1G05240" 26.7237269841416 -1.79839096323664 0.402104082123404 -4.47245139551884 7.73279800029879e-06 3.30427251021154e-05
"AT1G05340" 107.824591258793 2.44354813587051 0.218331702229657 11.1919071344949 4.46720385427402e-29 8.81249817938041e-28
"AT1G05347" 1500.05990557356 3.64727366414774 0.151017245909803 24.1513718660061 7.22289486920527e-129 5.80359602740643e-127
"AT1G05353" 270.331361843673 7.64699251675858 0.454075815670312 16.84078352746 1.2260230892868e-63 4.85091824967625e-62
"AT1G05700" 29.1578352458005 2.1825197566631 0.37337073520085 5.84544944447518 5.05202356674191e-09 3.33781860635058e-08
"AT1G05733" 9.49564669035027 -3.7497736720516 0.959387309396903 -3.90850872773042 9.28675930139541e-05 0.000326395842135686
"AT1G05820" 50.3621684101978 2.310706457501 0.292324429460586 7.90459580051127 2.68804383705756e-15 2.98701722340263e-14
"AT1G05835" 36.4742911170907 -2.48375326857553 0.383462345826013 -6.47717643103991 9.34548960584853e-11 7.4037399831544e-10
"AT1G06000" 131.369179630809 -2.20359994962349 0.209290849105497 -10.528888190963 6.35809869185943e-26 1.13527384420201e-24
"AT1G06002" 131.369179630809 -2.20359994962349 0.209290849105497 -10.528888190963 6.35809869185943e-26 1.13527384420201e-24
"AT1G06030" 110.07896606485 8.23101300686567 0.850072976213503 9.68271341071121 3.57109906091496e-22 5.5550134386876e-21
"AT1G06083" 67.0659084796527 1.66287932077952 0.259823165492613 6.40004257367418 1.55333633370667e-10 1.20277054660734e-09
"AT1G06337" 34.0226188292371 3.85859568295474 0.435040166265847 8.86951592556355 7.34645522214793e-19 9.94007746411221e-18
"AT1G06547" 6.97109549407276 -5.83427403464777 1.31114237957014 -4.44976390478701 8.59647383550599e-06 3.65092366126358e-05
"AT1G07090" 21.7972662386348 -2.47303548474689 0.493785755707027 -5.00831677739645 5.49081108884683e-07 2.77946533697842e-06
"AT1G07119" 16.5472554254054 -2.24259932538561 0.533130519753951 -4.20647335369321 2.59386650911634e-05 0.000101079024887054
"AT1G07128" 24.736193353471 -2.28387168390568 0.449044067784585 -5.08607472574674 3.65550073672031e-07 1.89496441416437e-06
"AT1G07130" 24.396387020966 -2.25936006843585 0.451254303380357 -5.00684437026068 5.53296272243855e-07 2.79876814127031e-06
"AT1G07330" 43.7276919477764 4.85630398450353 0.488838556935776 9.93437181990036 2.95029612526871e-23 4.75943137860915e-22
"AT1G07350" 6447.8995221332 5.2256877596918 0.0919674784125693 56.8210398924844 0 0
"AT1G07400" 49828.3952646471 9.08416232481334 0.674631071823064 13.4653778994571 2.50035697911396e-41 6.61201995578097e-40
"AT1G07410" 169.87043799859 3.91337128714283 0.223841408772273 17.4827852835939 1.93797232842232e-68 8.06497607830093e-67
"AT1G07477" 30.1234816714719 -1.89807361256131 0.390692586108543 -4.85822787544268 1.18441049723291e-06 5.72766659668815e-06
"AT1G07500" 670.020105502845 6.47297228876295 0.505458052435592 12.8061512870799 1.51462621966777e-37 3.7269795471236e-36
"AT1G07510" 1177.29030791854 3.39341733662062 0.106379919513726 31.8990402712495 2.75314252837346e-223 4.05041553241197e-221
"AT1G07530" 207.590283537485 1.50488557870824 0.153057250890712 9.83217436580495 8.18325332839303e-23 1.3060072214168e-21
"AT1G07670" 400.55074397728 2.51881872421279 0.14365819203418 17.5334151749139 7.96391635488537e-69 3.33415183506834e-67
"AT1G07890" 6594.51234210846 2.04654691405795 0.0892209807182232 22.9379558214153 1.943491605297e-116 1.37632146190711e-114
"AT1G07943" 12.0915602397089 3.15226427280214 0.653133304029132 4.82637197239223 1.39042706110831e-06 6.66072270892313e-06
"AT1G08003" 157.630583196389 1.97168898181782 0.179121536198274 11.0075484146993 3.51436742372624e-28 6.76669583862349e-27
"AT1G08280" 26.7432138396704 -2.17426371728701 0.422985857605391 -5.14027520824446 2.74336352936699e-07 1.44689743731395e-06
"AT1G08290" 65.2132631855378 1.64263203414402 0.251335729610062 6.53560891120617 6.33512610237825e-11 5.09419243282464e-10
"AT1G08460" 366.772514376083 3.19143637373357 0.148910909673099 21.4318506329702 6.74454348721901e-102 4.15634979325936e-100
"AT1G08547" 14.4022246534253 -2.29829702890033 0.577025408068189 -3.98300836802794 6.80483585720502e-05 0.000245060896212498
"AT1G08570" 2338.66941985437 2.31024352423037 0.0989126637284087 23.3563978276206 1.18656708901048e-120 8.57736091921033e-119
"AT1G08810" 87.6185068868956 -1.54184607891217 0.22584071038299 -6.82713969637025 8.66243359576391e-12 7.49035183150264e-11
"AT1G08865" 11.3801348157819 -4.62554671102601 1.11206510324429 -4.15942079068182 3.1905563949444e-05 0.000122368117581758
"AT1G08920" 244.884825806382 1.54844993800014 0.141939756945603 10.9092052242528 1.04163010675633e-27 1.96573573263293e-26
"AT1G08973" 187.657430806719 2.85952475790408 0.218472312603355 13.0887283785733 3.81948722448368e-39 9.70716637550955e-38
"AT1G09023" 25.8542708800227 -1.78970323187954 0.423649843901828 -4.22448693807207 2.39485740567774e-05 9.41670733333592e-05
"AT1G09070" 594.061379134038 1.95311471347525 0.116278188231256 16.7969138768387 2.5707634738166e-63 1.01140903449158e-61
"AT1G09140" 6243.851886164 4.60436343846808 0.111981020436438 41.1173556065385 0 0
"AT1G09160" 413.55037686186 1.66109320662585 0.121218744900658 13.7032701335685 9.7052859641493e-43 2.6503677003535e-41
"AT1G09165" 16.0095049713429 4.35543137036509 0.745732446809686 5.84047454150352 5.20523396072826e-09 3.43361359878668e-08
"AT1G09210" 2268.45365280117 1.81777555667933 0.101986706164374 17.8236519743032 4.63119836417304e-71 1.98666047281189e-69
"AT1G09390" 37.6861899155677 -1.88795410197329 0.350198936350133 -5.39109033753801 7.00314556481998e-08 4.011590731962e-07
"AT1G09475" 14.1798794368631 -2.82203388409762 0.658375750650463 -4.28635757211517 1.81626557810777e-05 7.30668287930856e-05
"AT1G09543" 54.5178720033247 1.6313925349728 0.274194016192364 5.94977438832317 2.68512349326666e-09 1.83017666877108e-08
"AT1G09570" 505.581840028433 1.92057985883866 0.119494554786859 16.0725303530723 3.97522811082228e-58 1.45186172138441e-56
"AT1G09617" 12.5640507081187 2.48741779989564 0.586637680734726 4.24012619983823 2.23394155753682e-05 8.84390242154666e-05
"AT1G09715" 23.2024374322367 4.92360337405938 0.672090145153695 7.32580801781201 2.3746353742298e-13 2.32685307706542e-12
"AT1G09850" 270.266490040031 1.94776322915852 0.137440712705962 14.1716612989743 1.37215552735727e-45 3.95388980993388e-44
"AT1G10020" 245.831199147777 2.3312798242715 0.14854939112522 15.6936343300549 1.67202339362583e-55 5.80236556748127e-54
"AT1G10050" 311.714444247364 4.4583049908301 0.189592320199395 23.5152193197555 2.85015105735381e-122 2.13413999065156e-120
"AT1G10060" 59.9974608457103 -1.62290480585986 0.296290231907762 -5.47741582775191 4.31582188864789e-08 2.53650702767845e-07
"AT1G10170" 243.620521200514 1.92637162142823 0.161551343011648 11.9242067909602 8.85231463439289e-33 1.94462360701474e-31
"AT1G10220" 17.9929073062869 2.72061723766136 0.510847687524242 5.32569159869644 1.00569642309602e-07 5.63875576352628e-07
"AT1G10225" 18.0945246692247 5.21062457739371 0.816783380072137 6.37944491100384 1.77731002685163e-10 1.3670759856759e-09
"AT1G10230" 374.919617923162 3.49466580331647 0.14265494331665 24.4973340710626 1.57700720993255e-132 1.31256006464944e-130
