"genes" "logFC" "logCPM" "PValue" "FDR"
"AT3G25770" -1.16720842263005 3.50835445577392 9.51067482104384e-07 6.12249260881976e-05
"AT1G08310" -1.49165203320263 1.83818423475731 9.52002793319991e-07 6.12249260881976e-05
"AT3G47470" 1.04926359375402 5.54621371011842 9.52380613219226e-07 6.12249260881976e-05
"AT3G15356" 1.25144727182748 2.8744718065485 9.62228542188423e-07 6.17540489277431e-05
"AT5G54270" 1.15736484295946 3.62484873897038 9.8469599568668e-07 6.30899350525026e-05
"AT2G41050" -1.09936595231518 4.32274127392928 9.9537499619155e-07 6.35915899980813e-05
"AT2G40900" -1.85530159582848 0.858768710866606 9.95856356226172e-07 6.35915899980813e-05
"unknown_gene_87" 1.06361395059518 5.07332925350505 1.00499209683266e-06 6.4067826727299e-05
"AT3G18610" 1.72673019562742 1.20065444155895 1.03542953697008e-06 6.5821472332037e-05
"AT3G28550" 1.0188260721612 7.34191977836708 1.03594785710874e-06 6.5821472332037e-05
"AT2G36650" -2.59820832124122 5.33923811068645e-05 1.03999771736188e-06 6.59690246431574e-05
"AT5G66985" -1.01992132102874 7.09205616963065 1.05620312594327e-06 6.68858583205137e-05
"AT2G29440" -1.05408455187833 5.27662696010695 1.05963330462839e-06 6.69919824015556e-05
"AT5G21280" 1.14313726566772 3.75709360648121 1.08051237627615e-06 6.81990836371586e-05
"AT1G48300" 1.01049393405332 8.16205371539703 1.12837593955461e-06 7.11025802439477e-05
"AT2G02990" -1.48207376689944 1.83125262417698 1.13490716527376e-06 7.13963179788203e-05
"AT1G52565" -1.19561556496791 3.16866794585697 1.16846485414703e-06 7.33865113823331e-05
"AT1G54010" -1.0340199977854 5.71108072543929 1.2242017210157e-06 7.67608652195495e-05
"AT1G76690" -1.08627995309098 4.43869158413507 1.22921969845935e-06 7.69491531235556e-05
"AT4G16563" -1.00628948337188 8.17514712641235 1.24351147303439e-06 7.77164142541589e-05
"AT3G47780" -1.56630264437649 1.55175093690511 1.27549714439017e-06 7.95851862020964e-05
"AT5G12020" 1.00614289653047 7.93777383021519 1.28307997543556e-06 7.99277193180785e-05
"AT5G14130" -2.23380687680223 0.365457571596463 1.31272378868618e-06 8.16411573204732e-05
"AT5G54470" 1.46462547211592 1.80691310068772 1.3305563233326e-06 8.23881491160232e-05
"AT2G46250" -1.39984102792282 2.04745119528285 1.33058508767295e-06 8.23881491160232e-05
"AT5G40590" 2.75375273423054 -0.179518586404893 1.33120745835087e-06 8.23881491160232e-05
"AT1G23090" -7.49912966329072 -1.18418407936944 1.35519686099381e-06 8.33326044024308e-05
"AT4G14480" -7.49912966329072 -1.18418407936944 1.35519686099381e-06 8.33326044024308e-05
"AT5G15830" -7.49912966329072 -1.18418407936944 1.35519686099381e-06 8.33326044024308e-05
"AT4G03950" 7.43676305646521 -1.20509218710246 1.35519686099381e-06 8.33326044024308e-05
"AT1G04150" -1.67271117268039 1.22567767420337 1.37466634651187e-06 8.43939053181707e-05
"AT2G32010" -1.30549211621486 2.45630181889665 1.4222477570051e-06 8.71748841877956e-05
"AT1G67810" -1.08022610181953 4.3753081366 1.43116008424636e-06 8.75399472826611e-05
"AT1G76410" -1.08242432915758 4.34439574030231 1.43278864116857e-06 8.75399472826611e-05
"AT5G64250" -1.00027399508231 8.15723940246808 1.43711029470682e-06 8.76637279771163e-05
"AT3G62680" -2.95696695960902 -0.328495130945886 1.44805362282012e-06 8.81903917719446e-05
"AT1G75540" -1.00093554206132 7.4985777844307 1.53726730485816e-06 9.34746644957224e-05
"AT2G34070" -1.01607691329186 6.1063882502024 1.54788919336085e-06 9.39709010137955e-05
"AT3G54730" 1.04203544100335 5.12545246270954 1.59505785908743e-06 9.66807609636708e-05
"AT1G67860" -1.36696325639508 2.10522540879337 1.61411005902372e-06 9.76805177716e-05
"AT4G11880" -1.86401407636387 0.80369925616273 1.62688621678162e-06 9.82979067626947e-05
"AT5G56970" 1.07421025651941 4.38741879477058 1.66798196455789e-06 0.000100621736648669
"AT1G77150" 1.35573058362341 2.20145340520712 1.68708920637084e-06 0.000101613861884033
"AT2G05914" 1.67961341931008 1.21132112157751 1.74099239578994e-06 0.000104695331693913
"AT2G25510" 1.4208649693604 1.95074976177773 1.75413114219197e-06 0.000105319578295193
"AT1G43160" -1.00408990531266 6.49369734130298 1.7854655793638e-06 0.000107032635186164
"AT5G53030" -1.39163951811642 1.99923330723499 1.78843083973379e-06 0.000107042351169396
"AT2G44798" -1.02093642526868 5.5633328572772 1.79269643495534e-06 0.000107129743451024
"AT1G22885" -1.11000493010382 3.80565402462482 1.80515930799333e-06 0.00010770595833599
"AT3G27070" -1.79423304373047 0.871897469126404 1.86775555481942e-06 0.000111266947919399
"AT4G22810" 1.37407957667484 2.11526306432461 1.88955266912944e-06 0.000112390121843266
"AT2G34600" -1.44695398591568 1.83100312333367 1.94397905549788e-06 0.000115447564872849
"AT1G77990" -2.46110007426577 0.0479086058487189 1.94816734278691e-06 0.000115516643092641
"AT5G27690" -1.331862271897 2.23016222619796 1.96563101226628e-06 0.000116191309341177
"AT1G10682" -1.5929152903336 1.3648721243751 2.04463117082888e-06 0.00012067432131263
"AT2G18210" -1.06429857458201 4.33578578096311 2.12777243442161e-06 0.000125387528056827
"AT5G43300" -3.83746636651668 -0.754454880364879 2.14759636183032e-06 0.000126360731391144
"AT5G58840" 1.89431953085379 0.764748224432464 2.16715649250576e-06 0.000127315442804346
"AT3G63450" -1.34361259723126 2.12761827064022 2.20493212068999e-06 0.000129332511000666
"AT1G21528" -1.7293398490171 0.987304066716662 2.20826473504515e-06 0.000129332511000666
"AT2G30680" 1.54319413576779 1.46774610811863 2.24877857378793e-06 0.000131503611973455
"AT1G16510" 1.29116142955241 2.36936274314691 2.3222885857528e-06 0.000135594666568129
"AT5G18930" -1.23311879102303 2.67830944370032 2.36158511212737e-06 0.000137678609300299
"AT5G05500" -2.10063750655493 0.457135194621639 2.37221581024267e-06 0.000138087550198059
"AT2G23540" -3.37748704174374 -0.635828966365812 2.39989448987512e-06 0.000139274120046157
"AT3G09925" -3.37748704174374 -0.635828966365812 2.39989448987512e-06 0.000139274120046157
"AT5G06640" -1.38741612239797 1.93024811976429 2.41147869540165e-06 0.000139734029533547
"AT5G64510" 1.05793093832983 4.36906061623408 2.45455237725134e-06 0.000142014450117757
"AT2G46650" -1.16964063192739 3.06125456142707 2.50203201877021e-06 0.000144542503281028
"AT1G77920" -1.00468510000262 5.59736877214152 2.54334468765026e-06 0.000146707190698811
"AT5G66300" -1.14507131988617 3.30556461348102 2.56902882544724e-06 0.000147965210751928
"AT5G05160" -1.04627985042106 4.49790411031817 2.60032411231082e-06 0.000149542133362501
"AT1G03580" -1.65905746737521 1.12808418644751 2.61205100125143e-06 0.000149765434735416
"AT3G05160" -1.65905746737521 1.12808418644751 2.61205100125143e-06 0.000149765434735416
"AT3G18670" -1.9672138617016 0.526294288608697 2.63116983478079e-06 0.00015063545923679
"AT4G13235" -1.26142747095652 2.512757892013 2.65149853556256e-06 0.000151572040537413
"AT5G52310" -1.01363153270049 5.30308585764039 2.67112464327588e-06 0.000152465718427702
"AT4G31110" -1.08738389441052 3.88366458124757 2.71327926446276e-06 0.000154640719392201
"AT2G29870" -1.43320468854792 1.79608789411507 2.7254890233117e-06 0.00015464416618749
"AT1G18265" 1.41875275934422 1.80035566120779 2.7254890233117e-06 0.00015464416618749
"AT1G70840" -4.54021184397363 -0.977410781075446 2.75402036247615e-06 0.000156031189260407
"AT5G57350" -1.0055047041085 5.439235418233 2.85801369310858e-06 0.000161590657305989
"AT1G13920" -1.51942820649095 1.51762974062377 2.86061080864317e-06 0.000161590657305989
"AT4G25160" -1.61546820113124 1.22532689356386 2.87327291174039e-06 0.000162066173423513
"AT2G43060" -1.00713185979937 5.37127076718094 2.90801797353082e-06 0.00016335162651724
"AT1G29520" -1.35731125261706 2.01722481292069 2.90889608840211e-06 0.00016335162651724
"AT5G24770" 1.2675552781223 2.43320915599595 3.00047760749838e-06 0.000168025532947213
"AT4G16400" -1.30107287809598 2.26087338740292 3.00092739407111e-06 0.000168025532947213
"AT4G21326" -1.05468671040876 4.2394139186802 3.04386345367958e-06 0.000170180043692838
"AT2G03821" 1.86081466715961 0.80662106666321 3.06610118204678e-06 0.000171172718914676
"AT4G31140" -1.09135252634641 3.67002324354742 3.13625145392537e-06 0.000174833427765831
"AT3G26200" 2.68524837598101 -0.234604304052251 3.15034525527799e-06 0.000175363096090445
"AT3G43110" -1.65943346220052 1.08254116738366 3.22279793047327e-06 0.000179135024414923
"AT2G18120" -1.22155352319953 2.61974865497132 3.30163839943565e-06 0.000183250528954724
"AT3G61410" -1.27269518662789 2.38758634980216 3.41118288640617e-06 0.000188508581331847
"AT1G14700" -2.50330632621248 -0.0758359956926528 3.45694893558554e-06 0.000190761635916575
"AT3G02670" -1.02005025838711 4.73622087088898 3.58172648551294e-06 0.000197077532529967
"AT1G29050" -1.60098642950566 1.21472269978455 3.62249335264296e-06 0.000199033857789963
"AT1G21326" 1.4571213672964 1.63215026706474 3.69197944651123e-06 0.000202560240150112
"AT3G49110" 1.07147361878936 3.83223406385328 3.80130873846983e-06 0.000208259362248506
"AT4G14010" -1.42463498393176 1.73851202202905 3.82487562036268e-06 0.000208931294713562
"AT3G59480" 1.12989123059454 3.23855428701076 3.8299875949168e-06 0.000208931294713562
"AT2G43530" -1.41318393726449 1.78177935193052 3.86400898164896e-06 0.000210486514940438
"AT1G15290" -1.07003234400705 3.85171291972753 3.96007855443407e-06 0.000215106059288221
"AT3G47100" -2.26251557637298 0.161302662182356 4.03453264525822e-06 0.00021883901078385
"AT5G14890" -2.59112936543444 -0.182933293800518 4.12441784076411e-06 0.000223159488449325
"AT4G18640" -2.10328396146887 0.364918270085142 4.13171733969708e-06 0.000223159488449325
"AT1G61390" 2.02733591075331 0.378274034831237 4.13171733969708e-06 0.000223159488449325
"AT2G24140" -1.87384802693186 0.608552818112072 4.25457035057059e-06 0.000229146718486444
"AT5G11410" -1.71752537989694 0.871475242752607 4.45996967770886e-06 0.000239533617599143
"AT1G08340" -7.36242338410377 -1.30032862956806 4.53785615575199e-06 0.000242353251976987
"AT2G10990" -7.36242338410377 -1.30032862956806 4.53785615575199e-06 0.000242353251976987
"AT5G43240" 7.30009198717711 -1.31992989973219 4.53785615575199e-06 0.000242353251976987
"AT5G20970" -1.2863290044183 2.19818036370029 4.55045366786671e-06 0.000242686625364746
"AT2G07754" 4.36346174359045 -1.04753320802089 4.81199651377896e-06 0.00025592047197098
"AT5G52700" -1.92149891986633 0.491622092668579 4.98127004844507e-06 0.000264187191763783
"AT1G20850" -2.13274053857969 0.286772900983581 5.20701602206134e-06 0.000275394894485366
"AT3G29035" -1.07763828218216 3.58898279097574 5.29445351479316e-06 0.000278860692297782
"AT3G50130" 1.44471591743825 1.59298496717408 5.36053392023986e-06 0.000281952270355756
"AT5G47550" -1.18787575678866 2.64704852656619 5.62533250370441e-06 0.000295473104520573
"AT2G39220" -1.27082619735975 2.18736072623196 6.0122061341912e-06 0.000314496032109897
"AT5G23360" 3.61335759506936 -0.861384934832281 6.10364980529237e-06 0.000318842642222838
"AT3G28360" -1.82166417217091 0.640089825889038 6.13269981658739e-06 0.000319922507098642
"AT1G09553" -1.07175762071994 3.54774824775332 6.17313991673488e-06 0.000321592797899643
"AT1G52100" 1.5065250982826 1.36924767650731 6.21289992534757e-06 0.000323223156061747
"AT5G04970" -2.36823505076872 -0.0254440312094187 6.2229571247942e-06 0.000323305905805975
"AT1G08287" -2.55561270344728 -0.21116786604516 6.24408813096423e-06 0.000323962974686141
"AT3G12320" 1.17274546832181 2.73771665528947 6.55687764427398e-06 0.000339269552471878
"AT1G55760" -1.06874363875904 3.51390806850098 6.75605939312556e-06 0.000349102684689977
"AT4G15140" -1.17356231139426 2.67399003634429 6.83414418009594e-06 0.000352660310352897
"AT2G46530" -1.98487713729368 0.456618273875977 6.84948172518263e-06 0.000352974776191395
"AT2G38740" -1.01125569569662 4.26718102427172 6.87894005215881e-06 0.000354015100851396
"AT1G55420" 1.29835440579122 2.08218341317326 7.15578724119116e-06 0.000367272703752857
"AT1G32583" 1.12546784255522 2.97978363749679 7.31594202677056e-06 0.000373984688399278
"AT2G01890" -1.72034834460037 0.816905232537384 7.37915020593155e-06 0.000376711537117249
"AT2G43610" 1.09456577846596 3.23119640428643 7.54518616291757e-06 0.000384160638422894
"AT2G45770" -1.08840749700084 3.30506517334372 7.60597223276821e-06 0.000386711018346983
"AT5G38710" -1.50218569640029 1.33547095179935 7.62379069635113e-06 0.000386711018346983
"AT2G27140" -1.3298380957874 1.84384503974775 7.63578557150854e-06 0.000386711018346983
"AT3G18715" -2.05276628720625 0.326099517326522 8.06982431696864e-06 0.000407611522973233
"AT2G46430" -1.15905582831679 2.71166672930653 8.16919372459772e-06 0.000411939271119166
"AT1G70550" -1.12959912474789 2.94828387418266 8.17707975457832e-06 0.000411939271119166
"AT1G79430" -1.13004935976938 2.93875873079287 8.24093380167203e-06 0.000414609088472527
"AT5G12050" -2.20494092434603 0.116528997522 8.34737394729084e-06 0.000418501554520574
"AT2G21210" -7.2888841640161 -1.36207883733577 8.35118065638394e-06 0.000418501554520574
"AT3G15670" 7.22657313359962 -1.38099557142634 8.35118065638394e-06 0.000418501554520574
"AT3G63350" 1.08385698811236 3.25667625893531 8.52953507333181e-06 0.000426879195688399
"AT4G13540" -1.04448391867737 3.62674536124576 8.70252976441393e-06 0.000434967017779987
"AT3G25830" -2.79704661677055 -0.457771522270153 8.72276393327801e-06 0.000435408449093012
"AT2G42760" -1.3770580960552 1.67827214829304 9.33523883507674e-06 0.000464765880255854
"AT3G27170" -2.13836521477589 0.182597144882818 9.36946225260631e-06 0.000465862351013053
"AT4G00950" -1.48852659177549 1.32564785217293 9.44108268102235e-06 0.000468713370316439
"AT3G14440" -2.51919956645427 -0.239962146301168 9.45135115339805e-06 0.000468713370316439
"AT5G05790" -1.41787291123239 1.56735374511011 9.48657147707807e-06 0.000469241215574745
"AT1G13530" 1.41132584912273 1.56913784709002 9.48657147707807e-06 0.000469241215574745
"AT4G05185" 2.94380232165155 -0.548678851312073 9.86585327802597e-06 0.000483290121627025
"AT5G42380" 1.01397635129459 3.9711315075005 9.87108079135918e-06 0.000483290121627025
"AT5G62470" 1.09642846261524 3.10268947217392 9.871845568247e-06 0.000483290121627025
"AT1G05750" -1.0922336987603 3.10668831270661 9.871845568247e-06 0.000483290121627025
"AT3G10120" -1.16134725702936 2.59113393669673 9.91876272812394e-06 0.000484965267011704
"AT4G10060" -3.68062389905722 -0.884589647094547 1.03095102231321e-05 0.000502782831903606
"AT3G06020" 1.04424962831651 3.54158272600028 1.07086639755955e-05 0.000520255779353801
"AT5G05340" 1.6175362044387 1.0238930821825 1.10293025117031e-05 0.000535152408782587
"AT3G10680" -2.40171924656789 -0.155910834808905 1.14762260912624e-05 0.000555426070368754
"AT4G38340" -1.27174664335241 1.99832920836531 1.1528287123859e-05 0.000557239458369216
"AT3G47675" -1.12802943597135 2.75910600206351 1.15801817920742e-05 0.000559040229977426
"AT5G26200" -1.0454053763255 3.4458405318596 1.19807560559955e-05 0.000575468114156283
"AT5G62940" -1.06223110363115 3.32447068034718 1.2099568988671e-05 0.000580444901258031
"AT4G16410" -1.29316412319039 1.86387103897517 1.23217729194951e-05 0.000590362886704942
"AT1G68240" -1.2965881684508 1.84359739674624 1.24369248353945e-05 0.000595133348075657
"AT1G31935" -1.38820370233406 1.57537991475366 1.3760724130946e-05 0.000654379840179705
"AT3G14370" 1.58304554358422 1.04750101698187 1.42080517711652e-05 0.000673973496812068
"AT5G50175" -1.52248603113864 1.11599577405076 1.43798074289766e-05 0.000681274598614019
"AT1G04903" 4.23862494067085 -1.15001506424302 1.47850756636351e-05 0.000696156472615994
"AT1G30100" 4.23862494067085 -1.15001506424302 1.47850756636351e-05 0.000696156472615994
"AT5G11140" 4.23862494067085 -1.15001506424302 1.47850756636351e-05 0.000696156472615994
"AT4G32780" -1.31776024156825 1.78818407210354 1.49675841117037e-05 0.000703881978927976
"AT3G54890" 1.0528657319712 3.25190543911105 1.51487625811412e-05 0.000710651901625871
"AT1G43640" -7.21139410276326 -1.42657018810917 1.54284523990822e-05 0.000714122282801638
"AT2G03200" -7.21139410276326 -1.42657018810917 1.54284523990822e-05 0.000714122282801638
"AT2G16990" -7.21139410276326 -1.42657018810917 1.54284523990822e-05 0.000714122282801638
"AT2G45180" -7.21139410276326 -1.42657018810917 1.54284523990822e-05 0.000714122282801638
"AT4G06080" -7.21139410276326 -1.42657018810917 1.54284523990822e-05 0.000714122282801638
"AT4G14940" -7.21139410276326 -1.42657018810917 1.54284523990822e-05 0.000714122282801638
"AT5G03204" -7.21139410276326 -1.42657018810917 1.54284523990822e-05 0.000714122282801638
"AT1G30840" 7.14910568619606 -1.44478030340434 1.54284523990822e-05 0.000714122282801638
"AT1G70640" 7.14910568619606 -1.44478030340434 1.54284523990822e-05 0.000714122282801638
"AT4G04030" 7.14910568619606 -1.44478030340434 1.54284523990822e-05 0.000714122282801638
"AT5G06760" 7.14910568619606 -1.44478030340434 1.54284523990822e-05 0.000714122282801638
"AT5G14565" -2.00041528658947 0.286214143757132 1.57282439263809e-05 0.00072711709754574
"AT2G00630" -2.93013615720564 -0.636633275856434 1.57930266670923e-05 0.000729229161196599
"AT2G19900" 1.08380750773809 3.01030361236564 1.62818068862716e-05 0.000746383046529612
"AT5G60610" 2.31209157499568 -0.151413555441315 1.710739836824e-05 0.000780481617789262
"AT1G04343" -1.40121573096032 1.46458455874142 1.71793899601198e-05 0.000782830769710186
"AT4G20230" -1.62428761470526 0.85749332171211 1.73178257681563e-05 0.000786518273251773
"AT5G06630" -3.23125286757636 -0.755291619661982 1.73427011490597e-05 0.000786518273251773
"AT3G61198" 3.10859821221587 -0.776199997352096 1.73427011490597e-05 0.000786518273251773
"AT3G45290" -1.41514008973463 1.41047940475284 1.74470619868492e-05 0.000790312584851512
"AT1G77640" 1.02841921188677 3.43676100891178 1.75913061059692e-05 0.000795678605848855
"AT4G01460" 2.53763399093945 -0.35156600594479 1.76490849643878e-05 0.000796628792494223
"AT1G30260" -1.91227007867849 0.401665478757193 1.77497433587838e-05 0.000800226328097425
"AT4G12480" 1.44130904096913 1.32244869836935 1.77912611244051e-05 0.000801152237377985
"AT4G23000" -1.13475402375255 2.49447654609377 1.85691680313613e-05 0.0008332341368338
"AT1G67370" 1.24470818932292 1.98276466613531 2.07524104245616e-05 0.00092684391166352
"AT2G38340" 1.06507400759196 2.95880300301117 2.2321330096227e-05 0.000994588460973775
"AT1G26450" 1.2716350761932 1.86874902242458 2.27654236625233e-05 0.0010121402861174
"AT2G05632" 1.50357040138738 1.12703750982813 2.28022999288623e-05 0.00101247514544597
"AT1G23140" -1.1217638386451 2.48566978717491 2.32892832150124e-05 0.00103169903578708
"AT3G26165" -1.34736694673142 1.57509088468863 2.3731150930293e-05 0.00105005530640112
"AT2G40110" -1.14419427842107 2.4460516641842 2.44035175702309e-05 0.00107730950512929
"AT1G03070" 1.0982336464769 2.68697542063119 2.44530865632856e-05 0.00107825122806654
"AT3G51030" -1.00955415694813 3.38135663470712 2.45710301291258e-05 0.00108220225664452
"AT3G02673" -1.00314671030991 3.47649757863675 2.54439470015895e-05 0.0011180696895313
"AT4G28410" 4.17190721160548 -1.20414322586207 2.5995139788154e-05 0.0011383605595762
"AT2G20362" -1.73875467210608 0.50805283830242 2.62031778534768e-05 0.00114615641410408
"AT3G01960" -1.03998226027326 3.0542549980585 2.66976750247616e-05 0.00116511704970919
"AT2G34510" -1.02996120599863 3.1888014200357 2.71647091919114e-05 0.00118414564520814
"AT1G66980" -1.09095540055159 2.67711596573188 2.74542621389875e-05 0.00119540302627067
"AT5G15581" 1.68892515241744 0.678561526428132 2.84782762392387e-05 0.00123190377319654
"AT2G27010" -1.64224893496919 0.700702107238591 2.84782762392387e-05 0.00123190377319654
"AT1G24147" -7.12950446631946 -1.49405730346892 2.86151638512891e-05 0.00123190377319654
"AT1G30750" -7.12950446631946 -1.49405730346892 2.86151638512891e-05 0.00123190377319654
"AT4G02270" -7.12950446631946 -1.49405730346892 2.86151638512891e-05 0.00123190377319654
"AT5G05775" -7.12950446631946 -1.49405730346892 2.86151638512891e-05 0.00123190377319654
"AT1G04907" 7.06724130463508 -1.51153763169003 2.86151638512891e-05 0.00123190377319654
"AT1G78860" 1.07820342367039 2.76705529466599 2.91011756983098e-05 0.00125000843106373
"AT5G02640" -1.37529227819263 1.3823244535604 3.18305200354071e-05 0.00135203585992442
"AT5G41070" -1.05236554348005 2.92527976244038 3.24377345559335e-05 0.0013715348537336
"AT2G22920" -2.15284551360165 -0.051387814581722 3.2469164295165e-05 0.0013715348537336
"AT3G60730" 2.09375812940435 -0.0233872750468641 3.2469164295165e-05 0.0013715348537336
"AT2G24762" 1.09487099679937 2.61030409650643 3.29718476357378e-05 0.00138969423158751
"AT5G26970" -1.18847279832208 2.05762221846017 3.39749619616196e-05 0.00143039459478104
"AT1G65150" 1.04324546088526 2.99263062799089 3.4182110521905e-05 0.00143753091672849
"AT2G07865" 1.43418095866138 1.20242445643391 3.46670813801501e-05 0.00145312532336159
"AT3G19800" -1.4200076552404 1.20297563353987 3.46670813801501e-05 0.00145312532336159
"AT5G43030" 1.31118839910729 1.52878724729186 3.48589311538578e-05 0.00145796620486442
"AT5G62170" -1.02275233309913 3.06872727965564 3.53278388262267e-05 0.00147596154640951
"AT2G28900" -1.02584251131746 3.01841181701628 3.55331055163871e-05 0.00148291493688389
"AT2G04215" -1.44756320360981 1.10418288091115 3.59432899040199e-05 0.00149839570772369
"AT2G33020" -1.66440983893684 0.591309062327865 3.67392737711573e-05 0.0015265787902344
"AT5G03190" 1.27349742486279 1.67164379014628 3.71327442696329e-05 0.00154125105726109
"AT1G29910" 1.6180083019363 0.752004488882922 3.78553142545268e-05 0.00156444050879152
"AT1G13750" -1.07379587149052 2.64217797722765 3.84566358594171e-05 0.00158757307775968
"AT4G31380" -1.2550800452999 1.74459017695738 4.0465985190164e-05 0.00166871934176199
"AT3G07420" -1.01126039804612 3.11163137175184 4.09823014298476e-05 0.00168636870948293
"AT5G00490" -1.32595635900765 1.47289786720733 4.36830319591592e-05 0.00179170811857406
"AT4G40070" -1.18934849204371 1.94153012575815 4.45031008402367e-05 0.00182265345819504
"AT2G19850" 1.03038931037659 2.97449080817853 4.45544516153718e-05 0.00182265345819504
"AT5G54040" 1.45733990869438 1.09396689730464 4.50871583601838e-05 0.0018374580887321
"AT1G08835" -1.7490237121154 0.363299981283679 4.57083276170257e-05 0.00185773282220349
"AT2G15680" -1.44106870238975 1.0578778908051 4.57306042233091e-05 0.00185773282220349
"AT5G47100" -1.00329966452724 3.12281519062472 4.63822495450078e-05 0.00188020443856228
"AT1G01530" 1.35413527166759 1.33259105731773 4.83876492244455e-05 0.00195320377725653
"AT1G61470" 1.73778793112482 0.503213354418944 4.84549936927924e-05 0.00195385679952795
"AT3G21600" -1.64173343266049 0.574842723576102 4.89418104194882e-05 0.00196886198564507
"AT2G14220" -1.06191442368867 2.61043065278642 4.89449784934081e-05 0.00196886198564507
"AT1G75590" 1.12461405153851 2.25453734217083 4.933545145575e-05 0.00198099216539355
"AT3G50140" 1.16944572784174 2.07177725058271 4.95254129047562e-05 0.00198653090040023
"AT4G33970" -1.25032617378614 1.69255560303902 4.99598375789288e-05 0.00199975509202199
"AT3G63215" -1.12502564410186 2.23890775499498 5.04240435862528e-05 0.00201200891158271
"AT1G28570" -1.2006467679401 1.82228271730989 5.10495068493865e-05 0.0020348397375268
"AT3G52072" -1.05601237984434 2.64202543294179 5.1145795230321e-05 0.00203655196732538
"AT5G52120" -2.61716356028089 -0.599683556160974 5.25415016793036e-05 0.00207696664919864
"AT3G29639" 2.58623861030663 -0.547904408101587 5.25415016793036e-05 0.00207696664919864
"AT4G21515" -7.04268544282491 -1.56483204940017 5.32834085506765e-05 0.00209977320837578
"AT1G03820" 6.98045066841202 -1.58155826442213 5.32834085506765e-05 0.00209977320837578
"AT5G66780" 6.98045066841202 -1.58155826442213 5.32834085506765e-05 0.00209977320837578
"AT4G26260" 1.92648561651191 0.0942145226115033 5.41541084569517e-05 0.0021318853459146
"AT3G18500" -1.93680998610268 0.137895846040426 5.69273971291246e-05 0.00223185789196381
"AT2G18660" -1.08926295227721 2.43659710975618 5.8475922506165e-05 0.00228787046805371
"AT1G04697" 1.73693639179146 0.342210399689926 6.25423120419569e-05 0.00242707391019732
"AT3G08040" -1.52758492107044 0.78772645596845 6.36043052669803e-05 0.00246231206995951
"AT4G21510" -1.14136998083237 2.08054262739742 6.36437964974083e-05 0.00246231206995951
"AT4G36710" -1.14234937378363 2.0631148428093 6.52444303295254e-05 0.002519134293795
"AT1G04680" 1.20064475332383 1.84271737036716 6.63109337287389e-05 0.0025577265811774
"AT5G48390" 1.31861860968043 1.34233616783982 7.04760122710666e-05 0.00270460868698831
"AT1G04330" -2.3219231813456 -0.393170960370781 7.45732099844958e-05 0.00285050309956752
"AT1G65910" -1.95825301461226 0.0460485243082656 7.67142081463157e-05 0.00292648227000521
"AT5G24160" -1.95825301461226 0.0460485243082656 7.67142081463157e-05 0.00292648227000521
"AT5G44490" -1.03681593598969 2.55726416697344 7.87331450246807e-05 0.00300050287017211
"AT2G05385" -1.90651433545927 0.115324864961194 7.98480338787564e-05 0.00303089167166421
"AT2G35760" -1.90651433545927 0.115324864961194 7.98480338787564e-05 0.00303089167166421
"AT2G47540" -1.90651433545927 0.115324864961194 7.98480338787564e-05 0.00303089167166421
"AT1G12240" -1.15116009926262 1.91555282494022 8.04892326600086e-05 0.0030521964631133
"AT5G10278" 1.51765676041799 0.794692316075676 8.10490081996925e-05 0.00306733144411641
"AT1G61830" -2.56845590114105 -0.637437577083964 8.22229622660893e-05 0.00310447604962737
"AT2G47770" 2.54061991271212 -0.583271125389489 8.22229622660893e-05 0.00310447604962737
"AT2G40320" -3.44084319056899 -1.07848817491407 8.47348704137157e-05 0.00317847324323983
"AT5G42680" -3.44084319056899 -1.07848817491407 8.47348704137157e-05 0.00317847324323983
"AT4G36450" -1.55624934429225 0.638668465864799 8.54217843599719e-05 0.00320109544413139
"AT1G66780" -1.59528247830587 0.541338914474343 8.66196294357048e-05 0.00324183261078821
"AT1G70230" -1.64110988208278 0.436966654328538 8.677121264077e-05 0.00324183261078821
"AT4G16745" -1.64110988208278 0.436966654328538 8.677121264077e-05 0.00324183261078821
"AT4G04710" -1.61723936779591 0.49009622710113 8.68484460492416e-05 0.00324183261078821
"AT1G69480" 1.40957879808315 1.06011629028047 8.86442437953027e-05 0.0033024088717731
"AT1G78580" -1.14037528645205 1.92836412923061 9.06217447120291e-05 0.00336622757156959
"AT2G47460" 1.04740009574129 2.4170813241536 9.15219971898052e-05 0.00339636441660826
"AT1G13670" -1.23968809200607 1.58249802289642 9.27461601928387e-05 0.00343178766775556
"AT2G14100" 1.46576024770081 0.914468251214037 9.76363155130231e-05 0.00358839301653542
"AT2G38790" -2.40724729653387 -0.527770278313445 9.82733130940854e-05 0.00360486525822358
"AT3G04105" -6.95030535139899 -1.63923117931551 9.96168072903945e-05 0.00362973988854104
"AT3G25717" -6.95030535139899 -1.63923117931551 9.96168072903945e-05 0.00362973988854104
"AT5G38430" -6.95030535139899 -1.63923117931551 9.96168072903945e-05 0.00362973988854104
"AT2G03822" 6.88810271794649 -1.6551777187618 9.96168072903945e-05 0.00362973988854104
"AT2G38350" 6.88810271794649 -1.6551777187618 9.96168072903945e-05 0.00362973988854104
"AT4G11610" 6.88810271794649 -1.6551777187618 9.96168072903945e-05 0.00362973988854104
"AT4G11950" -1.46063578159686 0.84294931153699 0.000102124376258943 0.00371048661448527
