"genes" "logFC" "logCPM" "PValue" "FDR"
"AT1G64370" -2.15890010344194 3.97280097013472 2.66746000444704e-19 1.45513753899735e-16
"AT4G19720" -2.24168672170887 3.59143759571444 3.21397315118121e-19 1.72857434860571e-16
"AT2G21450" -3.16405822708837 1.73588652086496 3.77554649140045e-19 2.0024030322308e-16
"AT3G20340" -2.03663864897058 4.79056657751188 4.15312920330947e-19 2.17248481859692e-16
"AT1G73340" -2.31842755909887 3.133820344786 1.03310969102635e-18 5.33112522453137e-16
"AT4G27460" -2.18645844470606 3.6012067903494 1.23547953430309e-18 6.29040286625304e-16
"AT5G03545" -1.85770350436223 8.76401455286024 1.75031449779843e-18 8.79440913328036e-16
"AT1G23110" -2.77022511653969 2.14297962630194 1.79128540996862e-18 8.88337982663141e-16
"AT1G66795" -2.20743786371636 3.49449500350777 1.8215367607185e-18 8.91759009548673e-16
"AT5G25460" -1.85822814893382 7.29643180994209 2.8949836273972e-18 1.39933980754164e-15
"AT2G24580" -2.53503921503168 2.4329116639582 4.86998427514795e-18 2.324565244135e-15
"AT3G56620" -4.59418344295381 0.807357932613607 6.58039096699074e-18 3.10220752426554e-15
"AT5G02455" -2.30366048583374 2.98681460865737 8.6276844180407e-18 4.01776533155246e-15
"AT3G27970" -2.86171529591401 1.89521763475788 8.95419800204809e-18 4.11957837236395e-15
"AT5G07870" -1.84867753424043 6.2329485628501 9.87612301385282e-18 4.48963849294028e-15
"AT1G80050" -2.16209268694943 3.39751771133293 1.40720570699706e-17 6.32183025028117e-15
"AT5G06870" -1.92118831468254 4.7245408081435 3.08945190852415e-17 1.37178849510353e-14
"AT1G67148" -1.97161501150284 3.97769871625492 1.214125066627e-16 5.329032160255e-14
"AT4G15550" -1.76024360789079 6.80308406668638 1.63710327939769e-16 7.10391202580457e-14
"AT5G22890" -2.08252186177334 3.28332938668727 3.08203278501489e-16 1.3127241977959e-13
"AT2G37210" -2.11175854427455 3.16015715415859 3.09393960618108e-16 1.3127241977959e-13
"AT1G08847" -2.07946420300523 3.26813394384789 3.66525611855264e-16 1.53803813344012e-13
"AT5G08370" -1.85970063577471 4.57908363948189 3.72858896791428e-16 1.54760759053016e-13
"AT1G78020" -1.89185665149764 4.2775950116556 4.18370906947034e-16 1.71783994114833e-13
"AT1G07600" -1.71525890491895 8.56034212732229 4.25506968587193e-16 1.72855415983729e-13
"AT2G01950" -1.87709099567543 4.33316879103263 4.9567585323204e-16 1.99240822437039e-13
"AT2G45130" -2.62531494168682 1.93323334094978 5.2134883441227e-16 2.0737736032153e-13
"AT3G54590" -2.2965073319575 2.52823962832112 5.97321738908621e-16 2.35147710535718e-13
"AT5G03985" -1.76435810396676 5.60244600380605 7.76837944470129e-16 3.02697283138126e-13
"AT1G23020" 1.8402001463944 4.52847966212649 8.72868848802762e-16 3.36680503640225e-13
"AT3G05640" -2.58870321166606 1.94585210612867 9.21080356401746e-16 3.51723744895571e-13
"AT4G15765" -2.08457535820943 3.09552557481561 9.71196213112441e-16 3.66778442153103e-13
"AT3G01420" -1.96331563361598 3.64144095397659 9.79715107621026e-16 3.66778442153103e-13
"AT4G35770" -1.82548141858378 4.60618880608907 1.06666280669097e-15 3.95452290643704e-13
"AT2G13360" -1.88217928412032 4.06736854019565 1.19041563089363e-15 4.3708857001254e-13
"AT1G07590" -1.68068085457497 8.93138959738717 1.42245117432292e-15 5.17311624216144e-13
"AT5G67180" -2.16681178626737 2.78375260306151 1.70411957551361e-15 6.13901038778893e-13
"AT4G15100" -3.47074051997106 1.03859606994278 1.9515114395496e-15 6.96452484398514e-13
"AT5G44130" -3.79087332117474 0.833878586249561 2.20398513203369e-15 7.69190574356087e-13
"AT5G03860" 1.73089110537367 5.6766403704572 2.23034120244387e-15 7.69190574356087e-13
"AT3G11000" -5.13066482299607 0.386034278757457 2.2359019995162e-15 7.69190574356087e-13
"AT5G57625" -5.13066482299607 0.386034278757457 2.2359019995162e-15 7.69190574356087e-13
"AT1G49500" -1.85159890390263 4.14525270135573 2.39167286445437e-15 8.15432321446916e-13
"AT3G58990" -3.66151341096161 0.900998157942969 2.45589541526684e-15 8.29918781658225e-13
"AT2G32870" -3.25059467675764 1.09660853412697 2.77283624184097e-15 9.28802848517011e-13
"AT1G05240" -4.10393034273867 0.658574253451696 3.29559294302164e-15 1.09430880106282e-12
"AT5G65280" -1.87998362197006 3.86055584223135 3.62674874258739e-15 1.19388816796933e-12
"AT4G28040" -2.48622374627778 1.98305721935856 4.60816656270033e-15 1.50399528515619e-12
"AT3G51895" -3.52322432460731 0.939644141876454 5.28081340267059e-15 1.70892492029135e-12
"AT2G29420" -1.64215895945465 7.51715850394381 8.16677521573427e-15 2.62064267552965e-12
"AT2G45760" -3.03288859236879 1.21708518421148 8.90397137811326e-15 2.83339209203861e-12
"AT5G59080" -2.00822649253349 3.06312829157549 9.28354120714421e-15 2.92976284740503e-12
"AT1G17180" -1.72916540989157 4.93924349056205 9.44529651779078e-15 2.95637781006851e-12
"AT1G71880" -1.63592937779918 7.38782713172885 1.07269377982563e-14 3.33023452653832e-12
"AT4G29700" -2.034304147465 2.93470610328727 1.10130758551017e-14 3.39149447260414e-12
"AT2G08340" -1.63171913497605 7.46781491239858 1.20500285166051e-14 3.68113911148066e-12
"AT5G55250" 1.89142650684894 3.5783565707039 1.32299007824632e-14 4.00949993078683e-12
"AT2G37130" -1.68177964733493 5.56453732000656 1.42666414173255e-14 4.28965330048812e-12
"AT1G14130" -1.64792247435255 6.08127402080216 1.68344225979477e-14 5.02218172910336e-12
"AT2G03550" -4.27271808462394 0.511269297411665 1.92618681789955e-14 5.70181161459784e-12
"AT5G04150" 8.77709776707413 -0.0129284466534996 1.98699231596329e-14 5.83656065979802e-12
"AT1G26720" -3.37324478920917 0.952006973182917 2.11355830118783e-14 6.16094177779835e-12
"AT2G44300" -3.46440391676714 0.88727842062747 2.15058703512628e-14 6.22138761540394e-12
"AT2G43100" -2.66629500285721 1.56162189983593 2.31351818929723e-14 6.6424064343236e-12
"AT5G20150" -1.61459748290208 6.85978071681791 2.93956601780981e-14 8.37688566836458e-12
"AT1G66180" -1.59166714045995 7.48597597026625 4.85750568320439e-14 1.37399045939884e-11
"AT4G24540" 1.9940465283521 2.94145822275073 5.13046579694701e-14 1.44052916854572e-11
"AT2G01990" -2.03466517719987 2.76857431709235 5.20164044399705e-14 1.44985286127351e-11
"AT4G12030" -3.79451770244567 0.626482515152671 5.95768006680206e-14 1.64855051471669e-11
"AT5G17340" -2.86591468815671 1.24782439927672 6.12307786886339e-14 1.68212842806056e-11
"AT5G16570" -2.49580414305104 1.73303640097403 6.63251667081428e-14 1.80906629708367e-11
"AT5G37730" -2.72684062108875 1.3567364494991 9.47932356268029e-14 2.56399234102531e-11
"AT4G08780" -1.57641806330644 7.12690575044732 9.53456534922731e-14 2.56399234102531e-11
"AT2G01530" -1.90071305271197 3.1641393943821 9.71915908702447e-14 2.59535530697284e-11
"AT1G07373" 5.65172174873545 0.0802692427287886 1.05571922557974e-13 2.79956210749917e-11
"AT3G04360" -1.95353210918657 2.90175539475057 1.06652373045186e-13 2.80870863248514e-11
"AT2G32960" -2.24853017207061 2.13468039905911 1.08769965905506e-13 2.8448561082655e-11
"AT1G67645" -3.29933677288999 0.886825594481777 1.19080243651936e-13 3.09333209802232e-11
"AT4G20270" -1.65823535036253 4.84821838557203 1.22730514521654e-13 3.16661312670532e-11
"AT5G64910" -3.02747969699717 1.01310778730221 1.38095484667192e-13 3.53913703188013e-11
"AT4G23690" -1.62144628032835 5.30444014916517 1.55892753516548e-13 3.96861379052194e-11
"AT2G35340" -1.97881517356883 2.79312601950114 1.77000165253833e-13 4.4761114638297e-11
"AT1G08430" -1.557233966884 7.08200976497274 1.87002618856548e-13 4.69794868661588e-11
"AT1G17710" -3.740153405608 0.577776681044089 1.92688273247058e-13 4.80914666811252e-11
"AT1G02610" -1.85442996843837 3.25886628528312 1.95238222914816e-13 4.84114725988646e-11
"AT2G01660" -1.83627840416981 3.31142493790368 2.53560399349494e-13 6.24674671584503e-11
"AT5G23830" -1.61245400990844 5.11643471371544 2.76118081930825e-13 6.75887504910929e-11
"AT1G06350" -2.33680976882254 1.85926211650211 2.78742391541358e-13 6.7796541168142e-11
"AT2G08820" -1.60129701719998 5.23978350184168 3.20596001085387e-13 7.74827778319403e-11
"AT1G79310" -1.81347142875206 3.32595983038786 3.33678234702478e-13 8.01373400650869e-11
"AT4G19370" -2.11050993181944 2.2771605350597 3.66076388371266e-13 8.73687060396573e-11
"AT1G63820" -1.68789071661806 4.13700849051805 3.93399129321264e-13 9.33064543618745e-11
"AT5G10770" -1.70876824912543 3.92666326882498 4.6079051481252e-13 1.08615719744635e-10
"AT4G34138" -1.59463687526095 5.13308401243914 4.84674919354309e-13 1.13544763622476e-10
"AT1G78460" -2.2198851979286 2.04827064991527 4.95152145149815e-13 1.15291950089578e-10
"AT2G22122" -1.78759226764049 3.37844503218891 5.00583889347963e-13 1.15850281203887e-10
"AT4G20210" -1.86227738978976 3.0174523132774 6.00086573020412e-13 1.38041601670828e-10
"AT1G67865" -2.04808389547914 2.39785578932683 6.06196802288929e-13 1.38612162228773e-10
"AT4G25400" -1.97679572694955 2.61277588323328 6.42681092544466e-13 1.4607988214228e-10
"AT2G22080" -1.5673347259044 5.39848587019965 7.22977311784356e-13 1.63358648685192e-10
"AT1G23050" -2.17559009014937 2.10606635474885 7.43256011978913e-13 1.65976456569747e-10
"AT1G23052" -2.17559009014937 2.10606635474885 7.43256011978913e-13 1.65976456569747e-10
"AT3G58780" -1.5916009099698 4.91558853173597 8.32302120137913e-13 1.84780748602246e-10
"AT1G22065" 2.51102735855855 1.50637301333509 1.01813588512409e-12 2.24731427221667e-10
"AT2G15960" -1.63457897747949 4.32633798190329 1.05570192016909e-12 2.31684100710211e-10
"AT2G04850" -1.72652759098899 3.58973233315203 1.18069396587162e-12 2.57634170175849e-10
"AT4G29080" -1.74166827320983 3.47801096050755 1.22264366798422e-12 2.65271994918439e-10
"AT1G56430" 3.97891179014279 0.328425404114206 1.29822248525621e-12 2.80078665660981e-10
"AT2G27550" 3.11823824669005 0.808124988702543 1.39084545200983e-12 2.98375418148581e-10
"AT1G19570" -1.49674313094804 7.05214468670853 1.42172570156024e-12 3.03296187931728e-10
"AT1G52140" -1.57602224457866 4.85933893608172 1.44516442806299e-12 3.06583604722296e-10
"AT3G23430" -1.80133093259176 3.13583506333371 1.49072120556179e-12 3.14500994229737e-10
"AT5G52050" -1.53270579939821 5.63722356787082 1.54064941356953e-12 3.23248563222891e-10
"AT3G25290" -1.52702646498668 5.72242545228602 1.67863722915396e-12 3.50275635150127e-10
"AT1G67260" 2.82252160274832 1.11346120357331 1.72611012367282e-12 3.58224136861796e-10
"AT1G64795" 2.61405363850806 1.33752784876828 1.86874410322305e-12 3.85728985544192e-10
"AT3G25590" -1.69211075356148 3.6295034943917 2.00265849221517e-12 4.09848626014758e-10
"AT5G24780" 2.29285811312436 1.77400197456113 2.00706261626669e-12 4.09848626014758e-10
"AT1G34060" -2.37471326429082 1.58493396708149 2.37180169735831e-12 4.81477213338436e-10
"AT1G79180" -1.64797728097504 3.91971758891562 2.38305120517898e-12 4.81477213338436e-10
"AT4G34139" -1.6337100366772 3.97813545920269 2.96608273355644e-12 5.96120185597822e-10
"AT1G53903" -1.56294371178008 4.67072295979985 3.17527571423541e-12 6.34822400124572e-10
"AT1G69870" -2.83421405969311 0.950254517919631 3.21009538142113e-12 6.38441157473684e-10
"AT3G23800" -3.06949362141601 0.818103125088013 3.37831720283685e-12 6.68416687603772e-10
"AT3G24430" 1.63662454070063 3.9277447537231 4.00518602352392e-12 7.88360997393219e-10
"AT2G36380" -1.44927131309297 8.25123693682252 4.68098158119006e-12 9.16656218765762e-10
"AT2G29490" -1.46801305914985 6.44808065710587 4.96525305377915e-12 9.67059273405108e-10
"AT3G15990" -1.53702192841031 4.83352879088867 4.99512659259031e-12 9.67059273405108e-10
"AT4G28790" -1.48166439090998 5.87417862828655 5.01434389918324e-12 9.67059273405108e-10
"AT3G22120" 1.45029266627954 7.74593409804051 5.10575368660747e-12 9.79740252647201e-10
"AT5G10210" -1.54743857105989 4.64446144844197 5.9951033073624e-12 1.1446450744747e-09
"AT5G57520" -3.4462433983276 0.526835872849796 6.31736325835367e-12 1.20017330041539e-09
"AT1G54660" -1.99278660646923 2.20916801045073 7.17056053008656e-12 1.35090260416064e-09
"AT1G19550" -1.60279845231506 3.9732158067818 7.18151229886897e-12 1.35090260416064e-09
"AT3G20380" -3.97950914774747 0.246404532242539 7.29609057908141e-12 1.3636401434814e-09
"AT3G22121" 1.43910068119668 7.74247209882658 7.32165498160302e-12 1.3636401434814e-09
"AT5G01600" -1.43982019313453 7.61330641054953 7.35635755400324e-12 1.3636401434814e-09
"AT2G08825" -1.53986975091673 4.6276993906836 7.61325037140414e-12 1.40444240909391e-09
"AT2G22630" 1.6586252049551 3.55600701447174 7.8419815371482e-12 1.43968224508433e-09
"AT3G20520" -3.10478822068692 0.717269334100286 8.26174501211623e-12 1.50948801451038e-09
"AT2G32880" -5.4828327094623 -0.155743628206128 8.60156298517004e-12 1.56409182929382e-09
"AT5G67370" 1.92454864368684 2.43904358366475 9.24438442853472e-12 1.6730145203224e-09
"AT1G71695" -1.4405443834124 6.81940564508364 9.67122521976776e-12 1.73813110490604e-09
"AT4G19420" -1.46729944398761 5.81240297891096 9.69522666278183e-12 1.73813110490604e-09
"AT4G09760" -1.5227482285713 4.66267731387022 1.05873614816004e-11 1.88920086699249e-09
"AT3G09155" -2.6729129709507 0.999556949250701 1.41447218337739e-11 2.512234176486e-09
"AT1G69325" -2.25874616366283 1.58431302123119 1.65967985908217e-11 2.93409884717185e-09
"AT5G43150" -1.69953668011202 3.17347825711299 1.6963039155725e-11 2.98502586728348e-09
"AT3G23930" -1.61287953495537 3.63279481750259 1.84320268682633e-11 3.22864852289679e-09
"AT2G28680" 2.35940167486825 1.43857336879421 2.26535106997159e-11 3.9499861168007e-09
"AT1G17860" -1.49387634032345 4.70141331618171 2.40332814668649e-11 4.17152220951684e-09
"AT1G16400" -3.05175632577818 0.671587831713496 2.43064014290157e-11 4.19983821252667e-09
"AT3G18550" -1.71418913718212 2.99501939622553 2.63199081592162e-11 4.5272613196749e-09
"AT5G25140" -1.621708028192 3.4233954122192 3.46738979833687e-11 5.93747743673954e-09
"AT3G15353" -1.47965239829736 4.50670152516465 5.25761157529419e-11 8.96281944706178e-09
"AT2G21560" -2.06447612957253 1.8234913979457 5.62583291656361e-11 9.54791358897324e-09
"AT2G35470" -1.52275492948774 4.0244644697356 5.99963154116104e-11 1.01372535411848e-08
"AT4G16000" -3.85845148327093 0.138715990740243 6.52968286874117e-11 1.09842497808701e-08
"AT3G30180" -1.43700334085855 5.04857784935694 6.62724256004332e-11 1.10994686139392e-08
"AT5G20410" -1.59072594250491 3.47018333427073 6.72657726542054e-11 1.12166410243384e-08
"AT4G28290" -1.64811669465551 3.12345994757164 7.23383098185896e-11 1.2010046516229e-08
"AT2G38940" -1.46320326661655 4.52575370285856 8.2439371916167e-11 1.36278348744188e-08
"AT5G24165" -1.68750521556566 2.88329898835378 8.75068834894597e-11 1.44031804005539e-08
"AT1G12010" -1.40178836716411 5.4537553247584 1.01236405679237e-10 1.65914737650959e-08
"AT5G54840" -1.53895668496664 3.7032569532517 1.02509419897628e-10 1.67283107188497e-08
"AT4G37250" -1.38299871935965 5.87076482757439 1.03785942389063e-10 1.68645531747606e-08
"AT1G05347" -1.43728997385858 4.74069529001631 1.04963820934577e-10 1.69836799415583e-08
"AT2G20670" -1.37444220473772 6.17949926260793 1.06705630311393e-10 1.71926632872187e-08
"AT1G09390" 1.51652201956389 3.81123711747902 1.25235871962064e-10 2.00935168350562e-08
"AT4G28280" -1.62223835005502 3.13720154366192 1.29104445001697e-10 2.05925624741974e-08
"AT1G07400" 1.34049980780864 9.00416923297798 1.29424789027585e-10 2.05925624741974e-08
"AT3G21770" -1.35244013452345 6.71628258751064 1.53225581418256e-10 2.42783072698653e-08
"AT2G33830" -1.33267950280684 8.75315098949629 1.68106692069694e-10 2.65261245593939e-08
"AT1G05787" -2.80965736291431 0.71628314132423 1.69856463659745e-10 2.66919297173293e-08
"AT2G31790" -2.64183066998811 0.788441406203313 1.76395287225791e-10 2.76058624508363e-08
"AT1G68740" -2.47455020990098 0.998702529537378 1.82041886036175e-10 2.83723909595861e-08
"AT2G38380" 1.34270332841481 7.02026879726205 1.82779243074901e-10 2.83723909595861e-08
"AT1G24575" -1.89624575726381 2.02833804659368 1.87337401414304e-10 2.89622105684478e-08
"AT5G52640" 1.32293815231943 11.0891274148129 1.98228394095577e-10 3.05223768424746e-08
"AT1G20700" -1.59008213394112 3.1562458081931 2.04799482305506e-10 3.13942647918234e-08
"AT1G05000" -1.44993040853028 4.25995979213056 2.05535175141566e-10 3.13942647918234e-08
"AT3G04530" -1.50788089182868 3.68031487203959 2.40669950000438e-10 3.66144331104251e-08
"AT3G25240" -1.43890852719331 4.31484789434348 2.49856322302511e-10 3.78611647755702e-08
"AT5G14730" -1.3738688462385 5.35918024704734 2.5477835141241e-10 3.84544115693056e-08
"AT3G28100" -1.67712257974609 2.68846806194362 2.80984730317997e-10 4.22428461099332e-08
"AT2G01913" -1.41737338936985 4.55262730769104 2.89929701064661e-10 4.3416688489628e-08
"AT2G22980" -2.93945978733068 0.575664794542807 3.09937528424172e-10 4.62187820712697e-08
"AT1G12110" -1.32173394836622 7.27177316783883 3.11062352493488e-10 4.62187820712697e-08
"AT5G48010" -1.63800393547196 2.84600424568911 3.17412527208735e-10 4.69795145891192e-08
"AT1G30720" 1.47394938381153 3.89741743109943 3.22605440492513e-10 4.75637503885989e-08
"AT3G44510" -2.41201515003667 1.02274393043823 3.28552655579589e-10 4.82542757921622e-08
"AT2G46690" -1.5881235107359 3.11171213667404 3.51149476952596e-10 5.1375455658666e-08
"AT1G21680" -1.31054974480905 7.87187587058603 3.73642256841263e-10 5.44576458768721e-08
"AT4G40090" -3.75371456664656 0.0464111117299101 3.87112512398892e-10 5.60868195256047e-08
"AT4G12470" -1.57774672485767 3.12568635492651 3.88235407138407e-10 5.60868195256047e-08
"AT3G47220" -1.6617136244513 2.69213392706795 3.89226605936345e-10 5.60868195256047e-08
"AT1G17170" -1.32365464696727 6.49321077219449 4.00435824058298e-10 5.74851217198879e-08
"AT5G13170" 2.24824906312262 1.29144085839966 4.14484081621186e-10 5.92789855460172e-08
"AT5G24570" 1.38712764257279 4.77930630581396 4.38141161748183e-10 6.24285761287915e-08
"AT1G54050" 1.31030697513347 7.22754233491063 4.45577786438469e-10 6.32521685982877e-08
"AT4G37445" -2.25822450525588 1.22424813721162 4.66517954983572e-10 6.59794615888989e-08
"AT1G47271" -2.46342627262502 0.9101220683009 4.71989216820487e-10 6.65069381310225e-08
"AT5G20790" -1.5324613306957 3.31144476461281 4.80953937505863e-10 6.75209818294076e-08
"AT4G30670" -1.99812030941559 1.70041838212564 5.37924357763026e-10 7.52424158444649e-08
"AT1G62290" 1.32492251938057 5.93736049968939 5.51638752757555e-10 7.68791146452555e-08
"AT1G56680" -1.73538393859328 2.36751841633088 5.82869658919665e-10 8.09362210745685e-08
"AT4G12870" -2.38199608664631 0.998275224299687 6.01881387127333e-10 8.32733429305955e-08
"AT2G33160" 1.97534407695042 1.71907855427 6.16782215573069e-10 8.48469084962248e-08
"AT5G25190" 1.40587121710216 4.32841397137025 6.17698647723001e-10 8.48469084962248e-08
"AT5G18130" -1.37244084597755 4.80086792860386 6.29650744097271e-10 8.61786498713204e-08
"AT1G51830" -4.44186785039653 -0.241130067416639 6.42891169734566e-10 8.73645630159578e-08
"AT3G19700" -4.44186785039653 -0.241130067416639 6.42891169734566e-10 8.73645630159578e-08
"AT1G05760" -1.90275219634136 1.89002097984351 6.50136537098866e-10 8.80358645590685e-08
"AT5G58350" -1.3409685478864 5.37423937329437 6.53253205789933e-10 8.81453247925596e-08
"AT3G02885" 2.2016073516876 1.31099144741296 6.56349110920482e-10 8.825122235778e-08
"AT4G23670" -1.46249876381175 3.75595828766197 6.61788202775574e-10 8.86703309164494e-08
"AT4G38970" -1.60235889585393 2.85924705968304 6.76840626428751e-10 9.03700565063227e-08
"AT1G12080" 1.79552877407815 2.20167515408605 7.03607632633171e-10 9.36165890582936e-08
"AT5G06860" -1.28285967993645 9.19131058974799 7.14147703827684e-10 9.46890424248749e-08
"AT5G06865" -1.28053772820346 9.19657425338564 7.64286837573135e-10 1.00986357022726e-07
"AT4G12290" -1.3061296996561 6.20684432792796 7.79581724490197e-10 1.02652095625457e-07
"AT2G33330" -1.33714631642436 5.28881780498476 8.17261463984394e-10 1.07243801593498e-07
"AT3G03105" -1.41100853293798 4.13182485029524 8.418246859466e-10 1.10088758416291e-07
"AT5G64240" -1.35409472454994 4.89306335615996 8.76980521639676e-10 1.14294806141067e-07
"AT2G18550" -2.43104920221846 0.883653927143522 8.88961759028519e-10 1.15462223572323e-07
"AT1G77950" 2.14945157295793 1.37689178259019 9.4264192610426e-10 1.22019405390567e-07
"AT4G36410" -1.543085445285 3.09999151351984 1.04614585244082e-09 1.34959883517923e-07
