"genes" "logFC" "logCPM" "PValue" "FDR"
"AT2G32487" -4.40879379896729 -0.270483149919926 1.05253079318445e-09 1.35326400230779e-07
"AT2G28110" -1.36572267865985 4.56251109921354 1.06574272062924e-09 1.3656527359043e-07
"AT3G11280" -1.42616312534707 3.81231835866395 1.20568633209259e-09 1.53981064472534e-07
"AT1G77145" 1.33518797150393 4.98687810564033 1.30699033613251e-09 1.66362443251853e-07
"AT1G43650" -2.78401775285431 0.575136636685344 1.37064615061959e-09 1.73885361819136e-07
"AT4G20070" -1.38125180784972 4.2284353086473 1.39235972846102e-09 1.7605512778481e-07
"AT2G14080" -1.78176916205345 2.04542566049512 1.4820191529785e-09 1.86727041547492e-07
"AT1G48600" -1.28639971287687 6.07144483496432 1.48654010973754e-09 1.86727041547492e-07
"AT2G29460" -1.2695936460536 7.00477412505698 1.54894594862737e-09 1.93928032768146e-07
"AT5G04980" -1.83923658759934 1.92866116757221 1.59848459621459e-09 1.99476250951145e-07
"AT5G50090" -1.37487800296442 4.22837674909805 1.64430542725634e-09 2.04525886140751e-07
"AT2G18060" -1.53260304509455 3.01485523212047 1.73426942604172e-09 2.15015624359834e-07
"AT3G47340" 1.30631774572176 5.37701707398928 1.75820542083292e-09 2.17277774109792e-07
"AT3G53200" -3.26299137201346 0.159625368794154 2.23333245174085e-09 2.75103332265084e-07
"AT5G12030" 1.24826885710292 7.95309684612742 2.26685135277324e-09 2.78334359347263e-07
"AT2G02820" -1.3734271739232 4.09483403035804 2.31983949406809e-09 2.83927535001551e-07
"AT3G14680" -1.30920037532719 5.01607665839471 2.38900060421487e-09 2.91458073714214e-07
"AT1G74310" 1.24179125961936 8.57004345711007 2.49708858242149e-09 3.03674600663525e-07
"AT3G49120" 1.24997301957003 7.0601957171527 2.67766777205681e-09 3.24601338234164e-07
"AT5G48430" 2.60172109520799 0.621834251932487 2.75878072844083e-09 3.33375952203296e-07
"AT3G61060" -1.29885457106982 5.05610524419616 3.06754342351633e-09 3.69518022619541e-07
"AT5G06980" 1.57474045723149 2.72753722046284 3.11031347363304e-09 3.7251316820557e-07
"AT1G60260" -1.81681490791295 1.8828258237027 3.11191799763203e-09 3.7251316820557e-07
"AT5G05900" -2.0630641546626 1.33413110212879 3.33491305543669e-09 3.9795934354658e-07
"AT1G68238" -3.23705321140169 0.137426185503255 3.40004108970031e-09 4.04467193306218e-07
"AT5G39580" 1.43143415036148 3.43078252706796 3.65632756639612e-09 4.33604113200007e-07
"AT5G09660" -1.93158372614797 1.57418973743908 3.76592620773517e-09 4.45218755939861e-07
"AT3G62410" -1.69526225010491 2.16954687176629 3.99329216660689e-09 4.69327079406458e-07
"AT1G07367" 8.01642716736235 -0.705980835585861 3.99442991690931e-09 4.69327079406458e-07
"AT4G13700" -5.06901446845272 -0.528642481653782 4.08540666793767e-09 4.78543984729656e-07
"AT2G25330" 1.52487943745721 2.85873256545299 4.21431292092515e-09 4.92133801830116e-07
"AT1G27030" -1.24713650904644 6.11778767421341 4.32882198551611e-09 5.03964622984506e-07
"AT1G30870" -3.38539212509736 0.0217097526034757 4.53327636221226e-09 5.26163195037803e-07
"AT1G71520" -1.54009318693997 2.7321630479554 4.67954509917178e-09 5.41494270172647e-07
"AT1G09540" -1.8979778139918 1.62244659732129 4.73489579404706e-09 5.46243899672148e-07
"AT3G19030" -1.24865066748769 5.86111319118772 4.87721365357352e-09 5.60967712576381e-07
"AT1G62990" -1.62604005224922 2.38083073668964 4.94224208727865e-09 5.66740109143611e-07
"AT3G51810" 3.12873253787816 0.12759609541982 5.18130530782115e-09 5.9237522300736e-07
"AT4G33930" 1.61459260203769 2.40568106461852 5.53643363521845e-09 6.31087327744631e-07
"AT1G08165" -3.07038842420404 0.202403256059145 5.62730904150776e-09 6.39536973389927e-07
"AT1G20490" -1.53383957046734 2.71361983203612 5.69826405396928e-09 6.45679261616827e-07
"AT2G44480" -2.77468847968913 0.437019857804522 5.93199298943523e-09 6.70174805605247e-07
"AT5G09570" -1.54661337601249 2.62150538785713 6.02921011642693e-09 6.79148724206132e-07
"AT3G23880" -1.43174433870532 3.28326663629039 6.08510352068713e-09 6.83428714826349e-07
"AT1G73010" -1.2137503672696 7.50874309526791 6.50674865219355e-09 7.28641360799598e-07
"AT4G25410" -1.30521484734183 4.47580881163674 6.53150566813274e-09 7.29275074395663e-07
"AT5G40450" -1.21017200321216 7.94058522995248 6.61666687872855e-09 7.36629858399791e-07
"AT3G26060" 1.6740036267985 2.20253639057269 6.76131226805781e-09 7.50544971709464e-07
"AT1G75500" -1.21776445028167 6.88851046139977 6.90380787386767e-09 7.64141470931916e-07
"AT1G34140" -2.45924946565479 0.638265176855984 7.46299033540511e-09 8.23646673259478e-07
"AT5G08880" 1.68140471997793 2.13892064343595 7.72566889047813e-09 8.50179804760224e-07
"AT2G46240" 1.20183012268883 7.66482351802105 8.79869424060896e-09 9.65479707677856e-07
"AT3G26470" -1.24047231738797 5.4715690387122 9.14429843676924e-09 1.00052773669476e-06
"AT1G33700" -1.22199014718566 5.97953121198778 9.33268146539241e-09 1.0182222126785e-06
"AT1G19960" -1.30786826199446 4.18951219668715 9.38923935604994e-09 1.02147434202314e-06
"AT5G20700" -1.26708529788934 4.81985938536953 9.69249433766414e-09 1.05147042266489e-06
"AT5G26270" 1.575937824012 2.43274121347199 9.91010394275919e-09 1.07203181064647e-06
"AT5G06690" -1.89422967225649 1.5066861436146 1.03972815159533e-08 1.12155534454291e-06
"AT5G00385" -1.3205902921083 4.00148350099777 1.07206247626731e-08 1.15317683714771e-06
"AT3G45610" -1.49872391552739 2.74280498970516 1.08177461909589e-08 1.16035521361786e-06
"AT3G18280" -1.1998765681773 6.74804152539185 1.18232595413026e-08 1.26465823205653e-06
"AT3G47950" 1.24220377277589 5.16549121156836 1.1874571970381e-08 1.26540045815731e-06
"AT4G08985" -1.31278230857277 4.03154352134387 1.19216362170908e-08 1.26540045815731e-06
"AT2G28200" -1.65086476805638 2.11384907379892 1.19296120289277e-08 1.26540045815731e-06
"AT3G26512" -1.21155445945022 5.99326481591666 1.22576454185509e-08 1.29659403865038e-06
"AT3G22540" 2.82022040491939 0.253393655549887 1.29674491871592e-08 1.36788678083111e-06
"AT5G09460" -1.23648141569946 5.21754111399361 1.30188421117404e-08 1.36952480682898e-06
"AT2G41810" 1.92805111882895 1.44092002935025 1.32692829423427e-08 1.39203527042939e-06
"AT2G17280" -1.55310811567735 2.48429062329053 1.36934857576032e-08 1.43260122504065e-06
"AT2G23600" -1.68510694512009 1.94671866413301 1.42461286822661e-08 1.48634609251643e-06
"AT1G15330" 1.33998519997048 3.72333792519137 1.48524711033952e-08 1.54538545382629e-06
"AT2G28671" -1.46279504392058 2.82058405941346 1.60819553250735e-08 1.66876507076972e-06
"AT4G28703" -1.6355267621191 2.10240142310509 1.6649884403241e-08 1.72301486672672e-06
"AT3G57400" -1.20253008431107 5.87733497561698 1.67356860782076e-08 1.72721326643901e-06
"AT3G61210" -1.67655112936909 1.94030418074687 1.70793299246989e-08 1.75792801214165e-06
"AT5G10180" -1.22036318474032 5.27074891986134 1.85364670443209e-08 1.89848712251239e-06
"AT4G35750" -1.16898325421239 8.77452250016344 1.85443800528236e-08 1.89848712251239e-06
"AT2G03090" 1.410697352184 3.11533761956451 1.86459878021476e-08 1.90378526794869e-06
"AT5G01610" -2.22977692844245 0.800747638648025 1.92468478886576e-08 1.95989368927007e-06
"AT5G44565" -1.94219335035734 1.33341698857896 1.94369913497287e-08 1.97399189276792e-06
"AT2G34390" -1.2251935444268 5.11286197677492 1.96542499897684e-08 1.99076177747824e-06
"AT3G60490" -1.31442185589685 3.78677785832059 2.05222985024039e-08 2.07318648310263e-06
"AT2G44940" -2.28757206953646 0.683971734390355 2.39928859924451e-08 2.41739404883248e-06
"AT1G53540" 1.17389761469521 6.63344904294949 2.49804886754515e-08 2.51027615937051e-06
"AT3G46230" 1.15842044671316 8.36509344415862 2.57679573646663e-08 2.58261212579304e-06
"AT1G55430" 1.33425682461876 3.53626562002647 2.58600685105922e-08 2.58505909985726e-06
"AT2G27830" -1.18429451744195 5.8725872152451 2.71508795997726e-08 2.70700649711989e-06
"AT2G27690" -1.22090739939928 4.88107912555168 2.84022871827811e-08 2.82246404781319e-06
"AT2G45850" -1.93782723017412 1.28402182296865 2.84567291260692e-08 2.82246404781319e-06
"AT3G07365" 1.15507355307127 8.25619175495903 2.85587050790654e-08 2.825240186915e-06
"AT3G02040" -1.16340632316348 7.00086916534822 2.90388046429093e-08 2.86531212944221e-06
"AT5G58010" -3.74900820708706 -0.33181184518938 2.97611829544038e-08 2.92902199045583e-06
"AT1G70830" -1.29932407386538 3.75809041526542 3.03614260279965e-08 2.98041494679968e-06
"AT1G76100" -1.88979010253717 1.38083092706166 3.07153243315444e-08 3.00742403826758e-06
"AT5G07880" -1.47407901393758 2.56838685958657 3.16045617127678e-08 3.08657747714515e-06
"AT1G03130" -1.3650149494589 3.20809750547585 3.2204373670817e-08 3.1371331964128e-06
"AT1G09505" 4.85883508434964 -0.629654060127797 3.44610470314147e-08 3.34842122631451e-06
"AT2G08660" -1.21866521755013 4.75135643285926 3.47173207909368e-08 3.36476043584445e-06
"AT5G55090" -1.64181125776052 1.91435817556027 3.52800567090385e-08 3.41064365947175e-06
"AT5G64870" 1.33625265870006 3.42049592262387 3.61881851077406e-08 3.48960110233379e-06
"AT5G06930" 1.89262455436598 1.36915424005779 3.89728089677077e-08 3.74865411395689e-06
"AT1G53160" 7.83078235200631 -0.869998836030443 3.94049356950006e-08 3.77122023671502e-06
"AT4G07760" 7.78038257764116 -0.914114747276921 3.94049356950006e-08 3.77122023671502e-06
"AT4G17905" -1.93314666894305 1.23287772694063 4.21028767531699e-08 4.01935112924137e-06
"AT1G65960" -1.15746965553146 6.3654927311845 4.24945098445404e-08 4.0466218277397e-06
"AT3G25570" -2.15231041366679 0.814350143070934 4.30820779219281e-08 4.09236872519092e-06
"AT3G28050" -1.22457254845595 4.48377829089738 4.49058886853685e-08 4.25502795369598e-06
"AT5G01370" -1.41616125230476 2.79931000641872 4.50311561944461e-08 4.25633596643841e-06
"AT1G75580" 1.34997221299319 3.22976826646916 4.51751151801746e-08 4.25939987227197e-06
"AT2G28720" -1.3682597567224 3.04629813531937 4.69953725394929e-08 4.4201115659928e-06
"AT1G05610" -3.71259486407258 -0.363069387612515 4.82185042858649e-08 4.50188705295853e-06
"AT4G03565" -3.71259486407258 -0.363069387612515 4.82185042858649e-08 4.50188705295853e-06
"AT4G30250" -3.71259486407258 -0.363069387612515 4.82185042858649e-08 4.50188705295853e-06
"AT3G14420" -1.54579893495714 2.20594004327868 5.47895107002162e-08 5.10290794048404e-06
"AT3G17225" -1.49877699026176 2.39382768086926 5.5082629692002e-08 5.11772578447394e-06
"AT1G48000" -1.18303857230813 5.09259364654914 5.88005864028562e-08 5.44990095237735e-06
"AT3G26510" -1.14327239621503 6.44354462042973 5.95070873613034e-08 5.50202817912526e-06
"AT5G59780" -1.34782319299741 3.12091278065697 6.15765884683641e-08 5.67962223974143e-06
"AT1G11600" 1.19128896304521 4.80357940485565 6.5658800811526e-08 6.02756444652851e-06
"AT1G42550" -1.65965468216506 1.84818275203516 6.56645579467831e-08 6.02756444652851e-06
"AT4G13800" -2.00073957747811 1.02063348547947 6.74114639441854e-08 6.17307952559391e-06
"AT1G03300" -1.6235861573408 1.87480834085067 6.92207044623277e-08 6.32359287224509e-06
"AT4G03950" 7.72815817978706 -0.959632466403393 7.04324441162608e-08 6.41893391652395e-06
"AT4G36950" -1.43257173619583 2.56804214709139 7.17037719968449e-08 6.51923866064647e-06
"AT5G45460" -1.61519612389534 1.89458887272971 7.28467763646188e-08 6.60742755881077e-06
"AT1G12740" -1.12098531441235 7.76855200235751 7.50310417234566e-08 6.78942028258747e-06
"AT1G16030" 1.11952358759605 8.0096421613991 7.54394397352395e-08 6.81023746035426e-06
"AT5G52390" 3.61613965757809 -0.360690086297484 7.82344258755924e-08 7.03780501969313e-06
"AT3G26740" -1.14138697545522 5.95811247756507 7.83288936618023e-08 7.03780501969313e-06
"AT1G09950" 1.25851632348389 3.77386656926383 7.94029596693849e-08 7.11756201393224e-06
"AT1G62500" 1.72604691131905 1.59999044200606 7.99734295746776e-08 7.15190955910688e-06
"DA397_mgr02" 1.11332383890716 9.02198465514217 8.0209471181065e-08 7.15625903392558e-06
"AT3G10910" -1.94717184008705 1.09091748712781 8.5515355782039e-08 7.6118633470698e-06
"AT4G29690" -1.20656401681704 4.29167763881554 8.94001128879372e-08 7.93914583892737e-06
"AT1G21360" -2.02841132400458 0.920954852551906 9.15105922981897e-08 8.1077110846837e-06
"AT1G27140" 1.3269330388168 3.17546229587175 9.20555908797876e-08 8.13711757716567e-06
"AT5G45380" -1.57412687653574 1.93954647703169 1.00228591876668e-07 8.83909701940519e-06
"AT5G37990" -4.80695472787047 -0.75848376567033 1.01568290482633e-07 8.93660539255718e-06
"AT5G27220" -1.99776409773778 0.959036340697275 1.04083753548472e-07 9.13687865057919e-06
"AT2G28670" -1.3654563046375 2.87066026689711 1.04706329901225e-07 9.170449343138e-06
"AT3G58350" -2.52540420210297 0.36180547844653 1.05419151817001e-07 9.21175224550114e-06
"AT1G01600" 1.19486868037796 4.38747502794736 1.06366621049348e-07 9.27332372463558e-06
"AT3G21530" -1.8508712651192 1.2632615707792 1.08501191552759e-07 9.43774539821537e-06
"AT4G33770" -1.28401935209039 3.36237128720713 1.08746869931775e-07 9.43774539821537e-06
"AT5G16970" -1.10988026079471 7.11841058243381 1.13707306431052e-07 9.84586667432232e-06
"AT5G24030" 1.11100726641767 7.00697446321957 1.14262723223362e-07 9.87157545024272e-06
"AT3G54580" -1.24799508481452 3.64132640308606 1.20752926435668e-07 1.0408738710773e-05
"AT1G47655" -1.36242174392571 2.83347706083281 1.2231931978976e-07 1.05200124898463e-05
"AT2G04852" -1.43893690877978 2.46580086079275 1.3242471029962e-07 1.13635280618007e-05
"AT5G17345" -2.44770735871552 0.41758168425599 1.33665903014924e-07 1.14443187724841e-05
"AT4G27970" 1.16361238574464 4.75506633907395 1.38358871981345e-07 1.18196239048762e-05
"AT5G62680" -1.31505880118533 3.04877594683517 1.42873166614375e-07 1.21780239739654e-05
"AT5G28510" -1.2551732771643 3.51277414406001 1.5089899008502e-07 1.28334717937341e-05
"AT1G25230" -1.21351985527377 3.91582753710862 1.54176751035331e-07 1.30830964778559e-05
"AT1G70900" -1.25263948854265 3.53184178533738 1.55299560655124e-07 1.31347796363059e-05
"AT1G67610" -2.97988035300855 -0.0793063625395025 1.55473744189238e-07 1.31347796363059e-05
"AT4G21650" 3.98118455306357 -0.557144831002348 1.61918979349319e-07 1.36490908287706e-05
"AT4G33660" 1.20015584976081 4.04604651790534 1.67305129298934e-07 1.40720565361434e-05
"AT1G61660" -1.13690998158318 5.13781359157312 1.70914999219155e-07 1.43440882641377e-05
"AT5G14570" -1.13053970898575 5.2761566067047 1.74451508401728e-07 1.46087835522552e-05
"AT2G39705" -1.13197693009124 5.26544757453492 1.76144531290364e-07 1.47182824329405e-05
"AT3G21755" -1.47412930667299 2.23159237624256 1.80596841853049e-07 1.50573602685601e-05
"AT1G73260" 1.08469114619654 8.03082847287853 1.84138592483895e-07 1.53192076091286e-05
"AT1G01010" -1.12197048035386 5.44210554224602 1.87434318766629e-07 1.55594932530924e-05
"AT2G02810" -1.14486331849503 4.82039047745128 1.90526769385648e-07 1.57709756411862e-05
"AT1G23340" 2.55338999273921 0.193112792725013 1.90807907249463e-07 1.57709756411862e-05
"AT2G26150" 1.0893066700587 7.14531581325819 1.91415568050836e-07 1.57833763841225e-05
"AT4G34050" -1.07873695114535 9.32305484956993 1.91784597554937e-07 1.57833763841225e-05
"AT3G10080" -1.20268454311617 3.92377359879837 1.95703390653599e-07 1.60653642413147e-05
"AT3G63210" -1.14002510821935 4.91298663696043 1.96052473064805e-07 1.60653642413147e-05
"AT2G01420" -1.21713678144713 3.75371140320601 1.98650196947857e-07 1.62433756330853e-05
"AT2G46950" -1.65006807962157 1.63657359599625 2.15286851255695e-07 1.75360448977771e-05
"AT5G52710" -1.23582760569433 3.56088894789503 2.15377495863863e-07 1.75360448977771e-05
"AT5G48570" 1.0714429472371 9.91897316481088 2.25217695781353e-07 1.82982190023548e-05
"AT5G66480" -1.21850809059996 3.65852174619833 2.27291146995921e-07 1.84274729069772e-05
"AT2G38180" 1.3511494241557 2.73296101279941 2.32738005582917e-07 1.88290963584518e-05
"AT5G14760" -1.1154906644264 5.3524976278664 2.35956409739663e-07 1.9049115142323e-05
"AT3G21760" -1.69808825997569 1.47055656996279 2.3990828190201e-07 1.92479506281795e-05
"AT4G09950" -1.69808825997569 1.47055656996279 2.3990828190201e-07 1.92479506281795e-05
"AT4G15960" -1.59390492434185 1.79940891614246 2.39931506285378e-07 1.92479506281795e-05
"AT5G53450" 1.11457769937662 5.30995408483516 2.57250117900287e-07 2.0594031451028e-05
"AT2G22330" -1.1509638840618 4.50145776342879 2.59108092037508e-07 2.06993757375403e-05
"AT3G22961" -1.77443817208355 1.29301502327462 2.61497109365089e-07 2.0846615069343e-05
"AT3G18773" -1.92023097111841 0.958600341797922 2.69615817606182e-07 2.14490616898118e-05
"AT1G05770" -2.12184308926707 0.6367281814695 2.79525553905654e-07 2.21911908553873e-05
"AT3G25855" -2.60884743198088 0.157708584762395 2.80933681026496e-07 2.22567085968419e-05
"AT4G12400" 1.06296660920466 9.41157360244721 2.84740662927819e-07 2.2511608601577e-05
"AT4G30430" 1.25016799781029 3.35970907911737 2.85606925233268e-07 2.25334422457801e-05
"AT2G24270" -1.39169725920036 2.47859711847635 3.06017443744832e-07 2.40939837254436e-05
"AT3G05630" -1.11144240768211 5.14377036692649 3.16225763849872e-07 2.48464959225745e-05
"AT1G08513" -1.87010463450416 1.03188858399349 3.25249332073579e-07 2.5503020522714e-05
"AT2G43800" -1.09848895473063 5.46685657249147 3.35104007647347e-07 2.62218885984049e-05
"AT2G35260" -1.35955342332349 2.5591724074755 3.3689818953446e-07 2.63083727312124e-05
"AT2G22990" -1.40892070671859 2.3458849720435 3.39662796344009e-07 2.64701296759027e-05
"AT2G30770" 2.7182797413664 -0.00816451719239825 3.42973662907204e-07 2.66737113885428e-05
"AT3G42658" 1.13938607950184 4.47558023343529 3.43902000208902e-07 2.66915483332869e-05
"AT3G21720" 1.05249027713614 12.1879218239328 3.49084955720743e-07 2.70388602822561e-05
"AT4G00080" -1.13711048135042 4.51523297404016 3.56016244181012e-07 2.7519911539061e-05
"AT5G11620" -2.91592355063974 -0.132201093973725 3.6649723759387e-07 2.82728555853728e-05
"AT5G65080" -1.26710649896086 3.05422535329694 3.76579264977493e-07 2.89527455772981e-05
"AT1G76680" -1.06080939944266 7.27750100006261 3.76826966739568e-07 2.89527455772981e-05
"AT4G28720" -1.26220580081891 3.08897154386011 3.89561985185723e-07 2.97766286430916e-05
"AT3G10020" 1.05097309877207 9.14477105105428 3.89610714013834e-07 2.97766286430916e-05
"AT4G02885" -1.87810847014647 0.983302482927164 3.89889339589007e-07 2.97766286430916e-05
"AT3G52910" 2.50104436596064 0.151034365414695 4.13724036787616e-07 3.15338644087264e-05
"AT1G62700" -1.56478251737893 1.77799223340809 4.1754032607318e-07 3.176134440524e-05
"AT3G03870" -1.20491523179455 3.54607029320479 4.26587580157366e-07 3.238503645306e-05
"AT5G62165" 1.24606253792754 3.20239384691159 4.32933603576062e-07 3.28015924328482e-05
"AT5G17000" -1.07256368257613 5.94600742506892 4.34904072435697e-07 3.2885637445603e-05
"AT3G56275" 1.62693126556166 1.5607702568838 4.44377676912934e-07 3.3535584922129e-05
"AT4G16790" -1.25981169319691 3.03941181036246 4.4835737327613e-07 3.37691807809118e-05
"AT3G01345" -1.05137109158819 7.39167740487443 4.65045641269413e-07 3.49571512943185e-05
"AT4G34410" -1.10667634383097 4.823453509022 4.83265374487382e-07 3.62553469355111e-05
"AT3G05015" -1.24619651557169 3.14225017751037 4.88943968455399e-07 3.66094399596821e-05
"AT5G05410" 1.13399323396609 4.30212209850946 5.08023424145798e-07 3.79635664861672e-05
"AT2G31280" -1.06105481623949 6.01677411756792 5.54988525420886e-07 4.13921715463319e-05
"AT3G42800" 2.05854260694767 0.742812185129813 5.6151612772136e-07 4.17628582946866e-05
"AT1G19420" -2.8828494992105 -0.159388754120929 5.631419964205e-07 4.17628582946866e-05
"AT5G54165" 1.28644093756704 2.83750960029234 5.63239721933788e-07 4.17628582946866e-05
"AT1G22500" -1.59567041865601 1.59636346270428 5.87602576395302e-07 4.34848681826182e-05
"AT1G67600" -1.23518711900402 3.16134362140994 5.90625031119445e-07 4.35356602144559e-05
"AT3G12580" 1.03144836824135 11.6078358415124 5.91033723534138e-07 4.35356602144559e-05
"AT1G02640" -1.22092892952821 3.28636983340727 5.91709203668952e-07 4.35356602144559e-05
"AT4G38420" 1.09442759732835 4.86491151753093 6.100515978147e-07 4.47989044502926e-05
"AT5G04890" -1.46053546578182 1.95134975164177 6.31727436139962e-07 4.63016197244541e-05
"AT1G18330" 1.11566747915701 4.36751820808117 6.74763522976864e-07 4.93611492114837e-05
"AT1G63530" 1.35868547759829 2.38042458785773 7.06794417644522e-07 5.1605452451575e-05
"AT4G24050" -1.31920089472663 2.55882573307959 7.13109535434293e-07 5.19671769467441e-05
"AT1G69520" -1.2893582870926 2.73370063052608 7.20434398568631e-07 5.2400967511889e-05
"AT2G17500" -1.35615511262343 2.40651613157514 7.22975312067811e-07 5.24858084916757e-05
"AT5G56795" -1.26041519002052 2.9285384372478 7.36098786609472e-07 5.33039082822294e-05
"AT3G54820" -1.05584958459541 5.69785777445736 7.37036180092628e-07 5.33039082822294e-05
"AT4G03355" -1.5659928190282 1.63597097277786 7.64009644175637e-07 5.51502311389241e-05
"AT1G32540" -1.36772199333447 2.31645937231306 7.71426503290281e-07 5.55805518012126e-05
"AT3G47720" -1.26387007955241 2.86642350942801 7.84451605188352e-07 5.64125593139782e-05
"AT5G50790" -1.9170601349191 0.770748921311076 8.36573499400022e-07 6.00477361806189e-05
"AT2G31110" -1.29499158791767 2.62334845628189 8.4265137116959e-07 6.03705164343001e-05
"AT1G77450" -1.0436919756994 5.95240777415176 8.64043345018628e-07 6.17871894623246e-05
"AT5G06510" -1.28215882870918 2.70401553360696 8.83602965972177e-07 6.30677810441375e-05
"AT1G16880" -1.21269229606154 3.17199070269683 9.10527119027714e-07 6.48682622522244e-05
"AT4G06595" 2.29287490358731 0.255217759255928 9.39308275920849e-07 6.6794089058312e-05
"AT4G04955" -1.12936565164035 3.95795849724556 9.60517732171478e-07 6.80442156680446e-05
"AT5G66985" -1.02382262013192 7.08885015095427 9.61732929248684e-07 6.80442156680446e-05
"AT4G11211" -1.21644986219204 3.09427053103452 9.62234234031951e-07 6.80442156680446e-05
"AT4G38410" 1.13482247934726 3.82821725576865 9.80908262607735e-07 6.9236530343695e-05
"AT3G14560" -1.72426508200211 1.16776511581583 9.84888254538713e-07 6.93891935199544e-05
"AT4G02330" 1.09050111604818 4.47390433852378 1.02555771944602e-06 7.21214494931226e-05
"AT1G07640" -1.28731698350624 2.59127807000277 1.04762181462675e-06 7.35376592156929e-05
"AT2G29440" -1.05459802760626 5.2778993272363 1.06063848705747e-06 7.43129004268847e-05
"AT1G53990" -1.24797830808169 2.86628066121924 1.06255810069342e-06 7.43129004268847e-05
"AT4G16563" -1.01087375576637 8.17099580575854 1.11437598792356e-06 7.77944451094134e-05
"AT2G41050" -1.095057771361 4.32985564467424 1.1269043915714e-06 7.85254947017252e-05
"AT3G53450" -1.3600240118217 2.27668332343337 1.1411485149413e-06 7.93732189281391e-05
"AT1G54010" -1.03582363836537 5.71072206115333 1.17016452281153e-06 8.12434590328746e-05
"AT3G47470" 1.03972614742441 5.54465307991278 1.18586906718693e-06 8.21843851172416e-05
"AT3G28550" 1.0124313613636 7.33668556389577 1.20620313170006e-06 8.34421608461926e-05
"AT3G25770" -1.15450101224438 3.52458044902119 1.25362215718403e-06 8.65656703331454e-05
"AT1G76690" -1.08282881386373 4.44487051559938 1.27675214729302e-06 8.80037138926556e-05
"AT5G64250" -1.00485524300384 8.1530937445111 1.28869999032934e-06 8.86672032985878e-05
"AT1G48300" 1.00463331639788 8.15617648022762 1.29765702968003e-06 8.9122898085183e-05
"AT1G55740" -1.35601646220781 2.25637663950773 1.30015510190691e-06 8.91341521030828e-05
"AT1G33170" -2.23895358616536 0.360638322193441 1.31272378868618e-06 8.98345351160763e-05
"unknown_gene_87" 1.05229882858715 5.07376772394743 1.35311982880346e-06 9.24333341371894e-05
"AT1G28080" -2.01667764825212 0.555313804665369 1.38793816520409e-06 9.46422206644607e-05
"AT1G75540" -1.00517167443292 7.49492218562737 1.39041234464889e-06 9.46422206644607e-05
"AT2G08470" -2.96207222473373 -0.333371599165609 1.44805362282012e-06 9.83903481156748e-05
"AT2G34070" -1.01874190654797 6.10491270012704 1.45209272885187e-06 9.84895434172955e-05
"AT5G12020" 1.00017111262662 7.93204279187553 1.47828694874552e-06 0.000100088413873753
"AT1G28765" -1.64927224168583 1.28218676414767 1.48634975319402e-06 0.000100456197655694
"AT1G76410" -1.07843464482544 4.35131889558346 1.48952396244238e-06 0.000100492865777075
"AT5G07000" -1.26283952361758 2.62701692766322 1.50461747712453e-06 0.000101332139297138
"AT1G11530" -1.40131835885823 1.97590096813288 1.50772460573821e-06 0.000101362626399154
"AT5G21280" 1.12146536423156 3.76814126274934 1.52909659857213e-06 0.000102618774539676
"AT1G67810" -1.076452032226 4.38197935395304 1.54504238357886e-06 0.000103506997297092
"AT1G77160" 1.38795197012089 2.08029458697271 1.60040123257093e-06 0.000107027883479779
"AT5G67430" -2.40350277402269 0.134845716182807 1.62683382632636e-06 0.000108550129579521
"AT5G54270" 1.13386708190509 3.63758984183126 1.62884890402413e-06 0.000108550129579521
"AT1G43160" -1.00737308905625 6.49138806917274 1.65219934380599e-06 0.000109914432304138
"AT1G08310" -1.42066823910916 1.89965769656133 1.69763177733003e-06 0.00011274046443326
"AT2G44798" -1.02243513382402 5.56345998006996 1.72592725433288e-06 0.000114420587038117
"AT3G15356" 1.21274527666348 2.90034566631097 1.75099711778308e-06 0.000115680927231254
"AT2G38520" 1.4843356453399 1.67828422482648 1.76099726941469e-06 0.000116140659291657
"AT1G52565" -1.17753742175995 3.1904646293377 1.7691909440468e-06 0.000116479871360985
"AT3G25690" -1.38809870112957 1.98814359160783 1.78843083973379e-06 0.000117543924347804
"AT4G01600" -1.73167634014446 1.03104902613515 1.79175805747641e-06 0.000117560263200677
"AT2G02990" -1.41139770244168 1.89303184635367 2.00790804015497e-06 0.000131363961637311
"AT1G22885" -1.10148407509845 3.81793275507777 2.00902303452024e-06 0.000131363961637311
"AT3G54730" 1.03107133611295 5.12565245742547 2.01409600422413e-06 0.000131470547038124
"AT2G32010" -1.26845238624439 2.49494202224031 2.08315990719484e-06 0.000135746662484884
"AT2G18210" -1.06044465615055 4.34276595891178 2.20362292707864e-06 0.000143351865576533
"AT5G56970" 1.05907074105056 4.39221712161364 2.3387097718061e-06 0.000151880903649979
"AT1G27670" -2.37500251179419 0.112276581474815 2.36802032452778e-06 0.0001535233007002
"AT1G77920" -1.0063390679353 5.59736442119306 2.44169596259272e-06 0.00015803152886028
"AT1G78490" -1.58491996646037 1.35037844985354 2.54479197383971e-06 0.000164249207673326
"AT2G46250" -1.34414697315844 2.10010737170686 2.54636597031921e-06 0.000164249207673326
"AT5G52310" -1.01444400912408 5.30421406864251 2.55589811466833e-06 0.000164586046217074
"AT5G05160" -1.04354812859107 4.50360780515949 2.67851438057323e-06 0.000171902101069864
"AT5G57350" -1.00674788221579 5.43980806230078 2.74477729260178e-06 0.000175859170629684
